asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance,delay,fuel,filled
487,2017-10-21 17:36:52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,2017-10-21 17:36:52,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,6.92729195402726e-310,1.0
487,2017-10-21 17:36:56,nan,nan,599.0,nan,nan,nan,nan,nan,0 days 00:00:04,2.76335343e-316,1.0
487,2017-10-21 17:36:57,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:01,2.76335343e-316,1.0
487,2017-10-21 17:36:59,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:02,5.3102176e-317,1.0
487,2017-10-21 17:36:59,nan,nan,643.0,nan,nan,nan,nan,nan,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:36:59,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:37:00,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:01,5.3102176e-317,1.0
487,2017-10-21 17:37:01,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:01,5.3102176e-317,1.0
487,2017-10-21 17:37:06,3.0,nan,649.0,nan,3748824.0,nan,nan,4.166666666666667,0 days 00:00:05,5.3102176e-317,0.0
487,2017-10-21 17:37:08,4.0,2063.0,nan,nan,3748825.0,nan,nan,2.2222222222222223,0 days 00:00:02,1.0,0.0
487,2017-10-21 17:37:08,4.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:37:12,4.0,2281.0,653.0,nan,3748827.0,nan,nan,4.444444444444445,0 days 00:00:04,2.0,1.0
487,2017-10-21 17:37:22,4.0,nan,650.0,18.0,3748833.0,nan,nan,11.11111111111111,0 days 00:00:10,6.0,1.0
487,2017-10-21 17:37:48,0.0,nan,744.0,nan,3748844.0,nan,nan,0.0,0 days 00:00:26,11.0,0.0
487,2017-10-21 17:37:58,0.0,0.0,0.0,0.0,3748847.0,nan,nan,0.0,0 days 00:00:10,3.0,1.0
487,2017-10-21 17:37:58,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:38:07,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:09,5.3102176e-317,1.0
487,2017-10-21 17:38:38,0.0,51332.0,nan,nan,nan,nan,nan,0.0,0 days 00:00:31,5.3102176e-317,1.0
487,2017-10-21 17:38:40,0.0,7876.0,nan,nan,nan,nan,nan,0.0,0 days 00:00:02,5.3102176e-317,1.0
487,2017-10-21 17:38:44,0.0,0.0,nan,nan,nan,nan,nan,0.0,0 days 00:00:04,5.3102176e-317,1.0
487,2017-10-21 17:38:45,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,5.3102176e-317,1.0
487,2017-10-21 17:38:45,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:38:46,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,5.3102176e-317,1.0
487,2017-10-21 17:38:46,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:38:46,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:38:46,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,1.107e-321,1.0
487,2017-10-21 17:39:17,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:31,5.53e-322,1.0
487,2017-10-21 17:39:25,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:08,2.76337003e-316,1.0
487,2017-10-21 17:39:26,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,5.3102176e-317,1.0
487,2017-10-21 17:39:29,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:03,5.3102176e-317,1.0
487,2017-10-21 17:39:33,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:04,5.3102176e-317,1.0
487,2017-10-21 17:39:35,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:02,5.3102176e-317,1.0
487,2017-10-21 17:39:48,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:13,5.3102176e-317,1.0
487,2017-10-21 17:39:57,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:09,5.3102176e-317,1.0
487,2017-10-21 17:40:00,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:03,5.3102176e-317,1.0
487,2017-10-21 17:40:05,nan,14213.0,nan,nan,nan,nan,nan,0.0,0 days 00:00:05,5.3102176e-317,1.0
487,2017-10-21 17:40:14,nan,0.0,nan,nan,nan,nan,nan,0.0,0 days 00:00:09,5.3102176e-317,1.0
487,2017-10-21 17:40:19,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:05,5.3102176e-317,1.0
487,2017-10-21 17:40:26,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:07,5.3102176e-317,1.0
487,2017-10-21 17:40:33,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:07,1.66e-321,1.0
487,2017-10-21 17:40:39,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:06,5.53e-322,1.0
487,2017-10-21 17:40:49,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:10,2.7634475e-316,1.0
487,2017-10-21 17:41:00,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:11,5.3102176e-317,1.0
487,2017-10-21 17:41:00,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,5.3102176e-317,1.0
487,2017-10-21 17:41:02,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:02,5.3102176e-317,1.0
487,2017-10-21 17:41:03,nan,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,5.3102176e-317,1.0
