asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-25 17:06:37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-25 17:06:38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,False,False,False,False
487,2017-10-25 17:06:41,nan,nan,948.0,nan,nan,nan,nan,nan,nan,nan,nan,948.0,nan,nan,nan,0.0,3.0,nan,False,False,False,False
487,2017-10-25 17:06:41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,948.0,948.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-25 17:06:42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,948.0,948.0,nan,nan,nan,0.0,1.0,nan,False,False,True,True
487,2017-10-25 17:06:43,nan,nan,950.0,nan,nan,nan,nan,nan,nan,nan,948.0,950.0,nan,nan,nan,0.0,1.0,nan,False,False,True,False
487,2017-10-25 17:06:43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950.0,950.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-25 17:06:43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950.0,950.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-25 17:06:43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950.0,950.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-25 17:06:43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950.0,950.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-25 17:07:14,nan,271.0,nan,25.0,3821635.0,nan,nan,nan,nan,nan,25.0,25.0,nan,nan,nan,0.0,31.000000000000004,nan,False,False,False,True
487,2017-10-25 17:07:41,14.0,5972.0,1459.0,29.0,3821648.0,526316.0,nan,nan,14.0,526316.0,29.0,1459.0,nan,nan,105.0,105.0,27.0,13.0,False,False,False,False
487,2017-10-25 17:08:11,16.0,9176.0,1305.0,5.0,3821664.0,526401.0,nan,85.0,16.0,526401.0,5.0,1305.0,14.0,-2.0,133.33333333333337,238.33333333333337,30.000000000000004,16.0,False,False,False,False
487,2017-10-25 17:08:42,0.0,0.0,649.0,23.0,3821713.0,526589.0,nan,188.0,0.0,526589.0,23.0,649.0,15.0,16.0,0.0,238.33333333333337,31.000000000000004,49.0,False,False,False,False
487,2017-10-25 17:09:12,47.0,25355.0,1741.0,3.0,3821805.0,526825.0,nan,236.0,47.0,526825.0,3.0,1741.0,10.0,-47.0,391.66666666666674,630.0000000000001,30.000000000000004,92.0,False,False,False,False
487,2017-10-25 17:09:42,57.0,30480.0,1643.0,46.0,3821889.0,527181.0,nan,356.0,57.0,527181.0,46.0,1643.0,19.25,-10.0,475.0000000000001,1105.0000000000002,30.000000000000004,84.0,False,False,False,False
487,2017-10-25 17:10:12,52.0,27467.0,1871.0,0.0,3821929.0,527638.0,nan,457.0,52.0,527638.0,0.0,1871.0,26.8,5.0,433.3333333333334,1538.3333333333337,30.000000000000004,40.0,False,False,False,False
487,2017-10-25 17:10:43,48.0,25015.0,1630.0,nan,3821969.0,528016.0,nan,378.0,48.0,528016.0,1871.0,1630.0,31.0,4.0,413.3333333333334,1951.6666666666672,31.000000000000004,40.0,False,False,True,False
487,2017-10-25 17:11:14,0.0,0.0,649.0,22.0,3821975.0,528260.0,nan,244.0,0.0,528260.0,22.0,649.0,33.42857142857143,48.0,0.0,1951.6666666666672,31.000000000000004,6.0,False,False,False,False
487,2017-10-25 17:11:44,25.0,13029.0,1579.0,24.0,3821999.0,528265.0,nan,5.0,25.0,528265.0,24.0,1579.0,29.25,-25.0,208.33333333333337,2160.0000000000005,30.000000000000004,24.0,False,False,False,False
487,2017-10-25 17:12:15,18.0,9669.0,1050.0,3.0,3822035.0,528463.0,nan,198.0,18.0,528463.0,3.0,1050.0,28.77777777777778,7.0,155.00000000000003,2315.0000000000005,31.000000000000004,36.0,False,False,False,False
