asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-18 15:55:21,58.0,30606.0,1613.0,73.0,3696741.0,13833.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-18 15:55:42,71.0,37536.0,1588.0,12.0,3696770.0,14170.0,nan,nan,71.0,14170.0,12.0,1588.0,58.0,nan,414.1666666666667,414.1666666666667,21.0,nan,False,False,False,False
487,2017-10-18 15:55:44,74.0,38202.0,1726.0,nan,3696779.0,nan,nan,nan,74.0,14170.0,1588.0,1726.0,64.5,-3.0,41.111111111111114,455.2777777777778,2.0,9.0,False,True,True,False
487,2017-10-18 15:55:45,75.0,36992.0,nan,nan,3696784.0,14228.0,nan,58.0,75.0,14228.0,1726.0,1726.0,67.66666666666667,-1.0,20.833333333333332,476.11111111111114,1.0,5.0,False,False,True,True
487,2017-10-18 15:55:47,77.0,39661.0,nan,nan,3696788.0,nan,nan,58.0,77.0,14228.0,1726.0,1726.0,69.5,-2.0,42.77777777777778,518.8888888888889,2.0,4.0,False,True,True,True
487,2017-10-18 15:55:48,78.0,40638.0,nan,nan,3696793.0,nan,nan,nan,78.0,nan,1726.0,1726.0,71.0,-1.0,21.666666666666668,540.5555555555555,1.0,5.0,False,False,True,True
487,2017-10-18 15:55:49,79.0,40932.0,1819.0,nan,3696798.0,14325.0,nan,97.0,79.0,14325.0,1726.0,1819.0,72.16666666666667,-1.0,21.944444444444443,562.5,1.0,5.0,False,False,True,False
487,2017-10-18 15:55:51,80.0,41750.0,nan,nan,3696807.0,nan,nan,97.0,80.0,14325.0,1819.0,1819.0,73.14285714285714,-1.0,44.44444444444444,606.9444444444445,2.0,9.0,False,True,True,True
487,2017-10-18 15:55:52,nan,42115.0,nan,nan,3696811.0,nan,nan,nan,80.0,nan,1819.0,1819.0,74.0,nan,22.22222222222222,629.1666666666666,1.0,4.0,True,False,True,True
487,2017-10-18 15:55:54,81.0,42811.0,1898.0,nan,3696823.0,14409.0,nan,84.0,81.0,14409.0,1819.0,1898.0,74.0,-1.0,45.0,674.1666666666666,2.0,12.0,False,False,True,False
487,2017-10-18 15:55:56,82.0,43662.0,nan,nan,3696836.0,nan,nan,84.0,82.0,14409.0,1898.0,1898.0,74.77777777777777,-1.0,45.55555555555556,719.7222222222222,2.0,13.0,False,True,True,True
487,2017-10-18 15:55:57,84.0,44101.0,nan,nan,3696842.0,nan,nan,nan,84.0,nan,1898.0,1898.0,75.5,-2.0,23.333333333333332,743.0555555555555,1.0,6.0,False,False,True,True
487,2017-10-18 15:55:59,86.0,44926.0,1988.0,84.0,3696855.0,14497.0,nan,88.0,86.0,14497.0,84.0,1988.0,76.27272727272727,-2.0,47.77777777777778,790.8333333333334,2.0,13.0,False,False,False,False
487,2017-10-18 15:56:00,nan,45173.0,nan,nan,3696862.0,nan,nan,88.0,86.0,14497.0,1988.0,1988.0,77.08333333333333,nan,23.88888888888889,814.7222222222223,1.0,7.0,True,True,True,True
487,2017-10-18 15:56:01,nan,45763.0,nan,nan,3696869.0,nan,nan,nan,86.0,nan,1988.0,1988.0,77.08333333333333,nan,23.88888888888889,838.6111111111112,1.0,7.0,True,False,True,True
487,2017-10-18 15:56:02,88.0,46087.0,nan,nan,3696875.0,14609.0,nan,112.0,88.0,14609.0,1988.0,1988.0,77.08333333333333,-2.0,24.444444444444443,863.0555555555557,1.0,6.0,False,False,True,True
487,2017-10-18 15:56:04,89.0,46505.0,2067.0,nan,3696888.0,nan,nan,112.0,89.0,14609.0,1988.0,2067.0,77.92307692307692,-1.0,49.44444444444444,912.5000000000001,2.0,13.0,False,True,True,False
487,2017-10-18 15:56:05,90.0,46784.0,nan,nan,3696893.0,nan,nan,nan,90.0,nan,2067.0,2067.0,78.71428571428571,-1.0,25.0,937.5000000000001,1.0,5.0,False,False,True,True
487,2017-10-18 15:56:06,nan,46995.0,nan,nan,nan,14703.0,nan,94.0,90.0,14703.0,2067.0,2067.0,79.46666666666667,nan,25.0,962.5000000000001,1.0,5.0,True,False,True,True
487,2017-10-18 15:56:07,nan,47067.0,nan,nan,3696907.0,nan,nan,94.0,90.0,14703.0,2067.0,2067.0,79.46666666666667,nan,25.0,987.5000000000001,1.0,14.0,True,True,True,True
487,2017-10-18 15:56:09,nan,47488.0,2113.0,nan,3696919.0,nan,nan,nan,90.0,nan,2067.0,2113.0,79.46666666666667,nan,50.0,1037.5,2.0,12.0,True,False,True,False
487,2017-10-18 15:56:11,nan,47942.0,nan,nan,3696930.0,14823.0,nan,120.0,90.0,14823.0,2113.0,2113.0,79.46666666666667,nan,50.0,1087.5,2.0,11.0,True,False,True,True
487,2017-10-18 15:56:12,91.0,48458.0,nan,nan,3696936.0,nan,nan,120.0,91.0,14823.0,2113.0,2113.0,79.46666666666667,-1.0,25.27777777777778,1112.7777777777778,1.0,6.0,False,True,True,True
487,2017-10-18 15:56:14,nan,48548.0,2147.0,nan,3696948.0,nan,nan,nan,91.0,nan,2113.0,2147.0,80.1875,nan,50.55555555555556,1163.3333333333335,2.0,12.0,True,False,True,False
487,2017-10-18 15:56:15,92.0,48763.0,nan,nan,nan,14920.0,nan,97.0,92.0,14920.0,2147.0,2147.0,80.1875,-1.0,25.555555555555557,1188.8888888888891,1.0,12.0,False,False,True,True
487,2017-10-18 15:56:17,93.0,48989.0,nan,nan,3696965.0,nan,nan,97.0,93.0,14920.0,2147.0,2147.0,80.88235294117646,-1.0,51.666666666666664,1240.5555555555559,2.0,17.0,False,True,True,True
487,2017-10-18 15:56:18,94.0,49186.0,nan,nan,3696971.0,nan,nan,nan,94.0,nan,2147.0,2147.0,81.55555555555556,-1.0,26.11111111111111,1266.666666666667,1.0,6.0,False,False,True,True
487,2017-10-18 15:56:19,93.0,49407.0,2194.0,nan,3696976.0,15020.0,nan,100.0,93.0,15020.0,2147.0,2194.0,82.21052631578948,1.0,25.833333333333332,1292.5000000000002,1.0,5.0,False,False,True,False
487,2017-10-18 15:56:21,94.0,49743.0,nan,nan,3696988.0,nan,nan,100.0,94.0,15020.0,2194.0,2194.0,82.75,-1.0,52.22222222222222,1344.7222222222224,2.0,12.0,False,True,True,True
487,2017-10-18 15:56:22,95.0,50035.0,nan,nan,3696994.0,nan,nan,nan,95.0,nan,2194.0,2194.0,83.28571428571429,-1.0,26.38888888888889,1371.1111111111113,1.0,6.0,False,False,True,True
487,2017-10-18 15:56:24,96.0,50228.0,2224.0,nan,3697005.0,15120.0,nan,100.0,96.0,15120.0,2194.0,2224.0,83.81818181818181,-1.0,53.333333333333336,1424.4444444444446,2.0,11.0,False,False,True,False
