asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel
487,2017-10-15 00:39:14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,2017-10-15 00:39:14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
487,2017-10-15 00:39:19,nan,nan,634.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
487,2017-10-15 00:39:19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
487,2017-10-15 00:39:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 00:39:32,7.0,4283.0,904.0,nan,3542943.0,nan,nan,nan,7.0,nan,nan,23.333333333333332,nan,12.0,nan
487,2017-10-15 00:40:01,12.0,7346.0,1177.0,62.0,3542991.0,4708829.0,nan,nan,12.0,4708829.0,7.0,96.66666666666669,nan,29.000000000000004,48.0
487,2017-10-15 00:40:32,40.0,22197.0,1568.0,31.0,3543098.0,4709147.0,nan,318.0,40.0,4709147.0,9.5,344.4444444444445,nan,31.000000000000004,107.0
487,2017-10-15 00:41:02,54.0,28254.0,1552.0,10.0,3543141.0,4709391.0,nan,244.0,54.0,4709391.0,19.666666666666668,450.0000000000001,nan,30.000000000000004,43.0
487,2017-10-15 00:41:33,50.0,26422.0,1444.0,0.0,3543240.0,4709813.0,nan,422.0,50.0,4709813.0,28.25,430.55555555555566,nan,31.000000000000004,99.0
487,2017-10-15 00:42:04,45.0,23379.0,1628.0,nan,3543247.0,4710206.0,nan,393.0,45.0,4710206.0,32.6,387.50000000000006,nan,31.000000000000004,7.0
487,2017-10-15 00:42:34,42.0,22923.0,1680.0,7.0,3543315.0,4710593.0,nan,387.0,42.0,4710593.0,34.666666666666664,350.00000000000006,nan,30.000000000000004,68.0
487,2017-10-15 00:43:05,47.0,25104.0,1576.0,23.0,3543366.0,4710772.0,nan,179.0,47.0,4710772.0,35.714285714285715,404.7222222222223,nan,31.000000000000004,51.0
487,2017-10-15 00:43:35,34.0,18147.0,1356.0,0.0,3543418.0,4711146.0,nan,374.0,34.0,4711146.0,37.125,283.33333333333337,nan,30.000000000000004,52.0
487,2017-10-15 00:44:05,6.0,3687.0,631.0,nan,3543432.0,4711290.0,nan,144.0,6.0,4711290.0,36.77777777777778,50.000000000000014,nan,30.000000000000004,14.0
487,2017-10-15 00:44:36,5.0,3041.0,650.0,25.0,3543447.0,4711310.0,nan,20.0,5.0,4711310.0,33.7,43.055555555555564,nan,31.000000000000004,15.0
487,2017-10-15 00:45:07,58.0,30385.0,2374.0,22.0,3543497.0,4711423.0,nan,113.0,58.0,4711423.0,31.09090909090909,499.44444444444457,nan,31.000000000000004,50.0
487,2017-10-15 00:45:15,65.0,33975.0,1487.0,67.0,3543553.0,4711549.0,nan,126.0,65.0,4711549.0,33.333333333333336,144.44444444444446,nan,8.0,56.0
487,2017-10-15 00:45:16,64.0,34258.0,nan,nan,3543556.0,nan,nan,nan,64.0,4711549.0,35.76923076923077,17.77777777777778,nan,1.0,3.0
487,2017-10-15 00:45:18,68.0,35326.0,1556.0,nan,3543564.0,nan,nan,nan,68.0,4711549.0,37.785714285714285,37.77777777777778,nan,2.0,8.0
487,2017-10-15 00:45:19,nan,35185.0,nan,nan,3543567.0,4711636.0,nan,87.0,68.0,4711636.0,39.8,18.88888888888889,nan,1.0,3.0
487,2017-10-15 00:45:20,nan,35360.0,nan,nan,3543571.0,nan,nan,nan,68.0,4711636.0,39.8,18.88888888888889,nan,1.0,4.0
487,2017-10-15 00:45:22,65.0,34625.0,nan,nan,3543578.0,nan,nan,nan,65.0,4711636.0,39.8,36.111111111111114,nan,2.0,7.0
487,2017-10-15 00:45:23,66.0,34407.0,1512.0,nan,3543582.0,4711707.0,nan,71.0,66.0,4711707.0,41.375,18.333333333333332,nan,1.0,4.0
487,2017-10-15 00:45:24,64.0,34000.0,nan,nan,3543586.0,nan,nan,nan,64.0,4711707.0,42.8235294117647,17.77777777777778,nan,1.0,4.0
