asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-11-01 19:41:50,nan,55892.0,nan,nan,3935226.0,1031301.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-11-01 19:41:51,105.0,55008.0,nan,57.0,3935232.0,nan,nan,nan,105.0,nan,57.0,57.0,nan,nan,29.166666666666668,29.166666666666668,1.0,nan,False,False,False,True
487,2017-11-01 19:41:52,104.0,55845.0,nan,nan,3935243.0,nan,nan,nan,104.0,nan,57.0,57.0,105.0,1.0,28.88888888888889,58.05555555555556,1.0,11.0,False,False,True,True
487,2017-11-01 19:41:54,105.0,55494.0,nan,nan,3935249.0,1031385.0,nan,nan,105.0,1031385.0,57.0,57.0,104.5,-1.0,58.333333333333336,116.38888888888889,2.0,6.0,False,False,True,True
487,2017-11-01 19:41:56,104.0,55408.0,2447.0,nan,3935261.0,nan,nan,nan,104.0,1031385.0,57.0,2447.0,104.66666666666667,1.0,57.77777777777778,174.16666666666666,2.0,12.0,False,True,True,False
487,2017-11-01 19:41:58,105.0,55770.0,nan,nan,3935273.0,1031497.0,nan,112.0,105.0,1031497.0,2447.0,2447.0,104.5,-1.0,58.333333333333336,232.5,2.0,12.0,False,False,True,True
487,2017-11-01 19:42:00,104.0,55431.0,nan,nan,3935286.0,nan,nan,112.0,104.0,1031497.0,2447.0,2447.0,104.6,1.0,57.77777777777778,290.27777777777777,2.0,13.0,False,True,True,True
487,2017-11-01 19:42:02,105.0,55468.0,2442.0,nan,3935298.0,1031637.0,nan,140.0,105.0,1031637.0,2447.0,2442.0,104.5,-1.0,58.333333333333336,348.6111111111111,2.0,12.0,False,False,True,False
487,2017-11-01 19:42:04,nan,55491.0,nan,nan,3935310.0,nan,nan,140.0,105.0,1031637.0,2442.0,2442.0,104.57142857142857,nan,58.333333333333336,406.9444444444444,2.0,12.0,True,True,True,True
487,2017-11-01 19:42:06,104.0,55714.0,2447.0,nan,3935323.0,nan,nan,nan,104.0,nan,2442.0,2447.0,104.57142857142857,1.0,57.77777777777778,464.7222222222222,2.0,13.0,False,False,True,False
487,2017-11-01 19:42:07,105.0,55561.0,nan,nan,3935330.0,1031777.0,nan,140.0,105.0,1031777.0,2447.0,2447.0,104.5,-1.0,29.166666666666668,493.88888888888886,1.0,7.0,False,False,True,True
487,2017-11-01 19:42:09,104.0,55252.0,nan,nan,3935343.0,nan,nan,140.0,104.0,1031777.0,2447.0,2447.0,104.55555555555556,1.0,57.77777777777778,551.6666666666666,2.0,13.0,False,True,True,True
487,2017-11-01 19:42:11,105.0,55467.0,2446.0,nan,3935356.0,1031889.0,nan,112.0,105.0,1031889.0,2447.0,2446.0,104.5,-1.0,58.333333333333336,610.0,2.0,13.0,False,False,True,False
487,2017-11-01 19:42:12,104.0,55158.0,nan,nan,3935362.0,nan,nan,112.0,104.0,1031889.0,2446.0,2446.0,104.54545454545455,1.0,28.88888888888889,638.8888888888889,1.0,6.0,False,True,True,True
487,2017-11-01 19:42:14,105.0,55418.0,nan,nan,3935375.0,nan,nan,nan,105.0,nan,2446.0,2446.0,104.5,-1.0,58.333333333333336,697.2222222222223,2.0,13.0,False,False,True,True
487,2017-11-01 19:42:15,104.0,55434.0,nan,nan,3935382.0,nan,nan,nan,104.0,nan,2446.0,2446.0,104.53846153846153,1.0,28.88888888888889,726.1111111111112,1.0,7.0,False,False,True,True
