asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-11 13:03:48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-11 13:03:48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False,False,False
487,2017-10-11 13:03:50,nan,nan,681.0,nan,nan,nan,nan,nan,nan,nan,nan,681.0,nan,nan,nan,0.0,2.0,nan,False,False,False,False
487,2017-10-11 13:03:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,681.0,681.0,nan,nan,nan,0.0,0.0,nan,False,False,True,True
487,2017-10-11 13:03:50,4.0,nan,687.0,nan,nan,nan,nan,nan,4.0,nan,681.0,687.0,nan,nan,0.0,0.0,0.0,nan,False,False,True,False
487,2017-10-11 13:03:50,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,687.0,687.0,4.0,nan,0.0,0.0,0.0,nan,True,False,True,True
487,2017-10-11 13:03:53,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,687.0,687.0,4.0,nan,3.3333333333333335,3.3333333333333335,3.0,nan,True,False,True,True
487,2017-10-11 13:03:53,nan,nan,681.0,nan,nan,nan,nan,nan,4.0,nan,687.0,681.0,4.0,nan,0.0,3.3333333333333335,0.0,nan,True,False,True,False
487,2017-10-11 13:03:53,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,681.0,681.0,4.0,nan,0.0,3.3333333333333335,0.0,nan,True,False,True,True
487,2017-10-11 13:03:53,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,681.0,681.0,4.0,nan,0.0,3.3333333333333335,0.0,nan,True,False,True,True
487,2017-10-11 13:04:20,0.0,410.0,950.0,34.0,3320342.0,nan,nan,nan,0.0,nan,34.0,950.0,4.0,4.0,0.0,3.3333333333333335,27.0,nan,False,False,False,False
487,2017-10-11 13:04:51,nan,0.0,949.0,33.0,3320372.0,nan,nan,nan,0.0,nan,33.0,949.0,2.0,nan,0.0,3.3333333333333335,31.000000000000004,30.0,True,False,False,False
487,2017-10-11 13:05:21,nan,nan,950.0,32.0,3320402.0,nan,nan,nan,0.0,nan,32.0,950.0,2.0,nan,0.0,3.3333333333333335,30.000000000000004,30.0,True,False,False,False
487,2017-10-11 13:05:51,nan,47.0,949.0,31.0,3320429.0,nan,nan,nan,0.0,nan,31.0,949.0,2.0,nan,0.0,3.3333333333333335,30.000000000000004,27.0,True,False,False,False
487,2017-10-11 13:06:22,nan,0.0,nan,30.0,3320458.0,nan,nan,nan,0.0,nan,30.0,30.0,2.0,nan,0.0,3.3333333333333335,31.000000000000004,29.0,True,False,False,True
487,2017-10-11 13:06:52,nan,nan,nan,29.0,3320486.0,nan,nan,nan,0.0,nan,29.0,29.0,2.0,nan,0.0,3.3333333333333335,30.000000000000004,28.0,True,False,False,True
