asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-15 18:49:03,nan,55992.0,nan,nan,3618573.0,5063840.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-15 18:49:05,105.0,55529.0,2458.0,nan,3618587.0,nan,nan,nan,105.0,nan,nan,2458.0,nan,nan,58.333333333333336,58.333333333333336,2.0,nan,False,False,False,False
487,2017-10-15 18:49:06,nan,55282.0,nan,nan,nan,nan,nan,nan,105.0,nan,2458.0,2458.0,105.0,nan,29.166666666666668,87.5,1.0,nan,True,False,True,True
487,2017-10-15 18:49:08,104.0,55286.0,nan,nan,3618601.0,5063952.0,nan,nan,104.0,5063952.0,2458.0,2458.0,105.0,1.0,57.77777777777778,145.27777777777777,2.0,14.0,False,False,True,True
487,2017-10-15 18:49:10,105.0,55429.0,2437.0,nan,3618615.0,nan,nan,nan,105.0,5063952.0,2458.0,2437.0,104.5,-1.0,58.333333333333336,203.61111111111111,2.0,14.0,False,True,True,False
487,2017-10-15 18:49:11,nan,55337.0,nan,nan,nan,5064064.0,nan,112.0,105.0,5064064.0,2437.0,2437.0,104.66666666666667,nan,29.166666666666668,232.77777777777777,1.0,14.0,True,False,True,True
487,2017-10-15 18:49:13,106.0,55534.0,nan,nan,3618629.0,nan,nan,112.0,106.0,5064064.0,2437.0,2437.0,104.66666666666667,-1.0,58.888888888888886,291.66666666666663,2.0,14.0,False,True,True,True
487,2017-10-15 18:49:15,nan,55417.0,2453.0,nan,3618636.0,nan,nan,nan,106.0,nan,2437.0,2453.0,105.0,nan,58.888888888888886,350.55555555555554,2.0,7.0,True,False,True,False
487,2017-10-15 18:49:17,105.0,55550.0,nan,nan,3618647.0,5064176.0,nan,112.0,105.0,5064176.0,2453.0,2453.0,105.0,1.0,58.333333333333336,408.88888888888886,2.0,11.0,False,False,True,True
487,2017-10-15 18:49:18,nan,55660.0,nan,nan,nan,nan,nan,112.0,105.0,5064176.0,2453.0,2453.0,105.0,nan,29.166666666666668,438.05555555555554,1.0,11.0,True,True,True,True
487,2017-10-15 18:49:20,104.0,55474.0,2451.0,nan,3618665.0,5064316.0,nan,140.0,104.0,5064316.0,2453.0,2451.0,105.0,1.0,57.77777777777778,495.8333333333333,2.0,18.0,False,False,True,False
487,2017-10-15 18:49:21,105.0,55424.0,nan,nan,nan,nan,nan,140.0,105.0,5064316.0,2451.0,2451.0,104.83333333333333,-1.0,29.166666666666668,525.0,1.0,18.0,False,True,True,True
487,2017-10-15 18:49:23,104.0,55508.0,nan,nan,3618681.0,nan,nan,nan,104.0,nan,2451.0,2451.0,104.85714285714286,1.0,57.77777777777778,582.7777777777778,2.0,16.0,False,False,True,True
487,2017-10-15 18:49:24,105.0,55381.0,2442.0,nan,nan,5064428.0,nan,112.0,105.0,5064428.0,2451.0,2442.0,104.75,-1.0,29.166666666666668,611.9444444444445,1.0,16.0,False,False,True,False
487,2017-10-15 18:49:26,104.0,55224.0,nan,59.0,3618699.0,nan,nan,112.0,104.0,5064428.0,59.0,59.0,104.77777777777777,1.0,57.77777777777778,669.7222222222223,2.0,18.0,False,True,False,True
487,2017-10-15 18:49:27,105.0,55396.0,nan,nan,3618705.0,nan,nan,nan,105.0,nan,59.0,59.0,104.7,-1.0,29.166666666666668,698.8888888888889,1.0,6.0,False,False,True,True
487,2017-10-15 18:49:28,nan,55278.0,nan,nan,nan,5064512.0,nan,84.0,105.0,5064512.0,59.0,59.0,104.72727272727273,nan,29.166666666666668,728.0555555555555,1.0,6.0,True,False,True,True
