asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel
487,2017-10-15 12:45:23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,2017-10-15 12:45:23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 12:45:26,nan,nan,949.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
487,2017-10-15 12:45:27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
487,2017-10-15 12:45:27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 12:45:29,nan,nan,618.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
487,2017-10-15 12:45:29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 12:45:29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 12:45:32,nan,nan,nan,nan,3546681.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
487,2017-10-15 12:45:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-15 12:46:03,nan,508.0,650.0,8.0,3546690.0,4722921.0,nan,nan,nan,4722921.0,nan,nan,nan,31.000000000000004,9.0
487,2017-10-15 12:46:33,25.0,12854.0,1398.0,25.0,3546701.0,4722941.0,nan,20.0,25.0,4722941.0,nan,208.33333333333337,nan,30.000000000000004,11.0
487,2017-10-15 12:47:04,47.0,25054.0,1686.0,5.0,3546747.0,4723252.0,nan,311.0,47.0,4723252.0,25.0,404.7222222222223,nan,31.000000000000004,46.0
