asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,acceleration,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-25 12:56:03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-25 12:56:03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False,False,False
487,2017-10-25 12:56:05,nan,nan,953.0,nan,nan,nan,nan,nan,nan,nan,nan,953.0,nan,nan,nan,0.0,2.0,nan,False,False,False,False
487,2017-10-25 12:56:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,953.0,953.0,nan,nan,nan,0.0,2.0,nan,False,False,True,True
487,2017-10-25 12:56:07,nan,nan,624.0,nan,nan,nan,nan,nan,nan,nan,953.0,624.0,nan,nan,nan,0.0,0.0,nan,False,False,True,False
487,2017-10-25 12:56:09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,624.0,624.0,nan,nan,nan,0.0,2.0,nan,False,False,True,True
487,2017-10-25 12:56:10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,624.0,624.0,nan,nan,nan,0.0,1.0,nan,False,False,True,True
487,2017-10-25 12:56:13,3.0,nan,nan,nan,3817828.0,nan,nan,nan,3.0,nan,624.0,624.0,nan,nan,2.5,2.5,3.0,nan,False,False,True,True
487,2017-10-25 12:56:13,nan,1640.0,637.0,nan,3817832.0,nan,nan,nan,3.0,nan,624.0,637.0,3.0,nan,0.0,2.5,0.0,4.0,True,False,True,False
487,2017-10-25 12:56:13,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,637.0,637.0,3.0,nan,0.0,2.5,0.0,4.0,True,False,True,True
487,2017-10-25 12:56:15,5.0,0.0,747.0,nan,3817829.0,nan,nan,nan,5.0,nan,637.0,747.0,3.0,-2.0,2.7777777777777777,5.277777777777778,2.0,-3.0,False,False,True,False
487,2017-10-25 12:56:44,0.0,253.0,950.0,36.0,3817855.0,nan,nan,nan,0.0,nan,36.0,950.0,4.0,5.0,0.0,5.277777777777778,29.000000000000004,26.0,False,False,False,False
487,2017-10-25 12:57:15,nan,0.0,nan,33.0,3817886.0,nan,nan,nan,0.0,nan,33.0,33.0,2.6666666666666665,nan,0.0,5.277777777777778,31.000000000000004,31.0,True,False,False,True
487,2017-10-25 12:57:46,nan,nan,949.0,32.0,3817916.0,nan,nan,nan,0.0,nan,32.0,949.0,2.6666666666666665,nan,0.0,5.277777777777778,31.000000000000004,30.0,True,False,False,False
487,2017-10-25 12:58:16,nan,nan,648.0,16.0,3817938.0,nan,nan,nan,0.0,nan,16.0,648.0,2.6666666666666665,nan,0.0,5.277777777777778,30.000000000000004,22.0,True,False,False,False
487,2017-10-25 12:58:46,nan,nan,0.0,0.0,3817941.0,nan,nan,nan,0.0,nan,0.0,0.0,2.6666666666666665,nan,0.0,5.277777777777778,30.000000000000004,3.0,True,False,False,False
