asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-03 14:46:42,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,25.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,1.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,140.0,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:46:43,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:47:14,nan,154.0,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,31.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:47:26,nan,0.0,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,12.0,13.0,True,True,True,True
487,2017-10-03 14:47:56,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,30.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:48:27,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,31.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:48:58,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,31.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:49:29,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,31.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:49:59,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,30.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:50:29,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,0.0,28.636363636363637,0.0,3120.833333333334,30.000000000000004,13.0,True,True,True,True
487,2017-10-03 14:50:46,nan,125.0,1001.0,nan,nan,nan,nan,98.0,0.0,3299873.0,0.0,1001.0,28.636363636363637,0.0,3120.833333333334,17.0,13.0,True,True,True,False
487,2017-10-03 14:50:47,nan,0.0,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,1001.0,1001.0,28.636363636363637,0.0,3120.833333333334,1.0,13.0,True,True,True,True
487,2017-10-03 14:50:47,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,1001.0,1001.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:50:47,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,1001.0,1001.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:50:47,nan,nan,nan,nan,nan,nan,nan,98.0,0.0,3299873.0,1001.0,1001.0,28.636363636363637,0.0,3120.833333333334,0.0,13.0,True,True,True,True
487,2017-10-03 14:51:18,nan,nan,950.0,6.0,3196696.0,nan,nan,98.0,0.0,3299873.0,6.0,950.0,28.636363636363637,0.0,3120.833333333334,31.000000000000004,10.0,True,True,False,False
487,2017-10-03 14:51:48,15.0,7694.0,1115.0,9.0,3196723.0,3299906.0,nan,33.0,15.0,3299906.0,9.0,1115.0,28.636363636363637,125.00000000000003,3245.833333333334,30.000000000000004,27.0,False,False,False,False
487,2017-10-03 14:52:18,4.0,1630.0,647.0,6.0,3196773.0,3300004.0,nan,98.0,4.0,3300004.0,6.0,647.0,27.5,33.33333333333334,3279.1666666666674,30.000000000000004,50.0,False,False,False,False
487,2017-10-03 14:52:48,44.0,23462.0,1620.0,36.0,3196838.0,3300254.0,nan,250.0,44.0,3300254.0,36.0,1620.0,25.692307692307693,366.66666666666674,3645.833333333334,30.000000000000004,65.0,False,False,False,False
487,2017-10-03 14:53:18,23.0,12588.0,1773.0,0.0,3196888.0,3300530.0,nan,276.0,23.0,3300530.0,0.0,1773.0,27.0,191.66666666666669,3837.5000000000005,30.000000000000004,50.0,False,False,False,False
487,2017-10-03 14:53:49,20.0,11151.0,1679.0,6.0,3196966.0,3300792.0,nan,262.0,20.0,3300792.0,6.0,1679.0,26.733333333333334,172.22222222222226,4009.7222222222226,31.000000000000004,78.0,False,False,False,False
487,2017-10-03 14:54:19,38.0,20616.0,1438.0,29.0,3197073.0,3301065.0,nan,273.0,38.0,3301065.0,29.0,1438.0,26.3125,316.66666666666674,4326.38888888889,30.000000000000004,107.0,False,False,False,False
487,2017-10-03 14:54:50,16.0,11312.0,1120.0,1.0,3197154.0,3301341.0,nan,276.0,16.0,3301341.0,1.0,1120.0,27.0,137.7777777777778,4464.166666666667,31.000000000000004,81.0,False,False,False,False
487,2017-10-03 14:55:12,79.0,40970.0,2514.0,68.0,3197259.0,3301543.0,nan,202.0,79.0,3301543.0,68.0,2514.0,26.38888888888889,482.77777777777777,4946.944444444444,22.0,105.0,False,False,False,False
487,2017-10-03 14:55:13,81.0,42331.0,2335.0,nan,nan,nan,nan,202.0,81.0,3301543.0,2514.0,2335.0,29.157894736842106,22.5,4969.444444444444,1.0,105.0,False,True,True,False
487,2017-10-03 14:55:15,86.0,45152.0,nan,nan,3197293.0,3301626.0,nan,83.0,86.0,3301626.0,2335.0,2335.0,31.75,47.77777777777778,5017.222222222222,2.0,34.0,False,False,True,True
487,2017-10-03 14:55:16,88.0,46169.0,nan,nan,3197304.0,nan,nan,83.0,88.0,3301626.0,2335.0,2335.0,34.333333333333336,24.444444444444443,5041.666666666666,1.0,11.0,False,True,True,True
487,2017-10-03 14:55:17,90.0,47635.0,nan,nan,3197315.0,nan,nan,83.0,90.0,3301626.0,2335.0,2335.0,36.77272727272727,25.0,5066.666666666666,1.0,11.0,False,True,True,True
487,2017-10-03 14:55:18,92.0,48480.0,2641.0,nan,nan,nan,nan,83.0,92.0,3301626.0,2335.0,2641.0,39.08695652173913,25.555555555555557,5092.222222222222,1.0,11.0,False,True,True,False
487,2017-10-03 14:55:20,96.0,50086.0,nan,nan,3197337.0,3301696.0,nan,70.0,96.0,3301696.0,2641.0,2641.0,41.291666666666664,53.333333333333336,5145.555555555555,2.0,22.0,False,False,True,True
487,2017-10-03 14:55:21,97.0,50628.0,nan,nan,3197348.0,nan,nan,70.0,97.0,3301696.0,2641.0,2641.0,43.48,26.944444444444443,5172.499999999999,1.0,11.0,False,True,True,True
487,2017-10-03 14:55:22,96.0,50950.0,nan,nan,3197359.0,nan,nan,70.0,96.0,3301696.0,2641.0,2641.0,45.53846153846154,26.666666666666668,5199.166666666666,1.0,11.0,False,True,True,True
487,2017-10-03 14:55:24,98.0,51702.0,2277.0,nan,3197381.0,3301822.0,nan,126.0,98.0,3301822.0,2641.0,2277.0,47.407407407407405,54.44444444444444,5253.61111111111,2.0,22.0,False,False,True,False
487,2017-10-03 14:55:25,97.0,51791.0,nan,0.0,3197393.0,nan,nan,126.0,97.0,3301822.0,0.0,0.0,49.214285714285715,26.944444444444443,5280.555555555555,1.0,12.0,False,True,False,True
487,2017-10-03 14:55:26,98.0,51690.0,nan,nan,3197404.0,3301900.0,nan,78.0,98.0,3301900.0,0.0,0.0,50.86206896551724,27.22222222222222,5307.777777777777,1.0,11.0,False,False,True,True
487,2017-10-03 14:55:27,96.0,51595.0,nan,nan,3197415.0,nan,nan,78.0,96.0,3301900.0,0.0,0.0,52.43333333333333,26.666666666666668,5334.444444444444,1.0,11.0,False,True,True,True
487,2017-10-03 14:55:29,97.0,51874.0,2292.0,nan,3197437.0,nan,nan,78.0,97.0,3301900.0,0.0,2292.0,53.83870967741935,53.888888888888886,5388.333333333333,2.0,22.0,False,True,True,False
487,2017-10-03 14:55:31,98.0,51910.0,nan,nan,3197456.0,3301978.0,nan,78.0,98.0,3301978.0,2292.0,2292.0,55.1875,54.44444444444444,5442.777777777777,2.0,19.0,False,False,True,True
487,2017-10-03 14:55:33,96.0,51712.0,nan,nan,3197471.0,3302082.0,nan,104.0,96.0,3302082.0,2292.0,2292.0,56.484848484848484,53.333333333333336,5496.11111111111,2.0,15.0,False,False,True,True
487,2017-10-03 14:55:34,nan,51660.0,2262.0,nan,3197478.0,nan,nan,104.0,96.0,3302082.0,2292.0,2262.0,57.64705882352941,26.666666666666668,5522.777777777777,1.0,7.0,True,True,True,False
487,2017-10-03 14:55:36,nan,50765.0,nan,nan,3197494.0,nan,nan,104.0,96.0,3302082.0,2262.0,2262.0,57.64705882352941,53.333333333333336,5576.11111111111,2.0,16.0,True,True,True,True
487,2017-10-03 14:55:37,95.0,50311.0,nan,nan,3197501.0,nan,nan,104.0,95.0,3302082.0,2262.0,2262.0,57.64705882352941,26.38888888888889,5602.499999999999,1.0,7.0,False,True,True,True
487,2017-10-03 14:55:39,93.0,50012.0,2192.0,nan,3197516.0,3302211.0,nan,129.0,93.0,3302211.0,2262.0,2192.0,58.714285714285715,51.666666666666664,5654.166666666666,2.0,15.0,False,False,True,False
487,2017-10-03 14:55:40,94.0,50051.0,nan,nan,3197521.0,nan,nan,129.0,94.0,3302211.0,2192.0,2192.0,59.666666666666664,26.11111111111111,5680.277777777777,1.0,5.0,False,True,True,True
487,2017-10-03 14:55:42,95.0,49779.0,nan,nan,3197531.0,3302286.0,nan,75.0,95.0,3302286.0,2192.0,2192.0,60.5945945945946,52.77777777777778,5733.055555555555,2.0,10.0,False,False,True,True
487,2017-10-03 14:55:44,93.0,50049.0,2206.0,nan,3197543.0,nan,nan,75.0,93.0,3302286.0,2192.0,2206.0,61.5,51.666666666666664,5784.722222222222,2.0,12.0,False,True,True,False
487,2017-10-03 14:55:45,94.0,50196.0,nan,nan,3197548.0,3302386.0,nan,100.0,94.0,3302386.0,2206.0,2206.0,62.30769230769231,26.11111111111111,5810.833333333333,1.0,5.0,False,False,True,True
487,2017-10-03 14:55:46,nan,50272.0,nan,nan,3197553.0,nan,nan,100.0,94.0,3302386.0,2206.0,2206.0,63.1,26.11111111111111,5836.944444444444,1.0,5.0,True,True,True,True
487,2017-10-03 14:55:48,95.0,50656.0,nan,nan,3197563.0,nan,nan,100.0,95.0,3302386.0,2206.0,2206.0,63.1,52.77777777777778,5889.722222222222,2.0,10.0,False,True,True,True
487,2017-10-03 14:55:49,nan,50612.0,nan,nan,3197568.0,3302486.0,nan,100.0,95.0,3302486.0,2206.0,2206.0,63.8780487804878,26.38888888888889,5916.11111111111,1.0,5.0,True,False,True,True
487,2017-10-03 14:55:50,nan,50839.0,nan,nan,3197575.0,nan,nan,100.0,95.0,3302486.0,2206.0,2206.0,63.8780487804878,26.38888888888889,5942.499999999999,1.0,7.0,True,True,True,True
487,2017-10-03 14:55:52,96.0,51177.0,nan,nan,3197589.0,nan,nan,100.0,96.0,3302486.0,2206.0,2206.0,63.8780487804878,53.333333333333336,5995.833333333332,2.0,14.0,False,True,True,True
487,2017-10-03 14:55:53,97.0,51255.0,nan,nan,3197595.0,nan,nan,100.0,97.0,3302486.0,2206.0,2206.0,64.64285714285714,26.944444444444443,6022.7777777777765,1.0,6.0,False,True,True,True
487,2017-10-03 14:55:54,96.0,51310.0,2256.0,nan,3197602.0,3302613.0,nan,127.0,96.0,3302613.0,2206.0,2256.0,65.3953488372093,26.666666666666668,6049.444444444443,1.0,7.0,False,False,True,False
487,2017-10-03 14:55:55,nan,51334.0,nan,41.0,3197609.0,nan,nan,127.0,96.0,3302613.0,41.0,41.0,66.0909090909091,26.666666666666668,6076.11111111111,1.0,7.0,True,True,False,True
487,2017-10-03 14:55:57,97.0,51340.0,nan,nan,3197622.0,nan,nan,127.0,97.0,3302613.0,41.0,41.0,66.0909090909091,53.888888888888886,6129.999999999999,2.0,13.0,False,True,True,True
487,2017-10-03 14:55:58,98.0,51676.0,nan,nan,3197630.0,nan,nan,127.0,98.0,3302613.0,41.0,41.0,66.77777777777777,27.22222222222222,6157.222222222222,1.0,8.0,False,True,True,True
487,2017-10-03 14:55:59,nan,51751.0,2278.0,nan,3197637.0,3302743.0,nan,130.0,98.0,3302743.0,41.0,2278.0,67.45652173913044,27.22222222222222,6184.444444444444,1.0,7.0,True,False,True,False
487,2017-10-03 14:56:01,97.0,51872.0,nan,nan,3197649.0,nan,nan,130.0,97.0,3302743.0,2278.0,2278.0,67.45652173913044,53.888888888888886,6238.333333333333,2.0,12.0,False,True,True,True
487,2017-10-03 14:56:03,nan,51747.0,nan,nan,3197662.0,nan,nan,130.0,97.0,3302743.0,2278.0,2278.0,68.08510638297872,53.888888888888886,6292.222222222222,2.0,13.0,True,True,True,True
487,2017-10-03 14:56:04,96.0,51568.0,nan,nan,3197668.0,3302873.0,nan,130.0,96.0,3302873.0,2278.0,2278.0,68.08510638297872,26.666666666666668,6318.888888888889,1.0,6.0,False,False,True,True
487,2017-10-03 14:56:06,95.0,51073.0,nan,nan,3197681.0,nan,nan,130.0,95.0,3302873.0,2278.0,2278.0,68.66666666666667,52.77777777777778,6371.666666666666,2.0,13.0,False,True,True,True
487,2017-10-03 14:56:07,97.0,51008.0,nan,nan,nan,nan,nan,130.0,97.0,3302873.0,2278.0,2278.0,69.20408163265306,26.944444444444443,6398.61111111111,1.0,13.0,False,True,True,True
487,2017-10-03 14:56:08,95.0,50824.0,nan,nan,3197693.0,nan,nan,130.0,95.0,3302873.0,2278.0,2278.0,69.76,26.38888888888889,6424.999999999999,1.0,12.0,False,True,True,True
487,2017-10-03 14:56:09,nan,50923.0,2236.0,nan,3197700.0,3303002.0,nan,129.0,95.0,3303002.0,2278.0,2236.0,70.25490196078431,26.38888888888889,6451.388888888888,1.0,7.0,True,False,True,False
487,2017-10-03 14:56:11,nan,50970.0,nan,nan,3197706.0,nan,nan,129.0,95.0,3303002.0,2236.0,2236.0,70.25490196078431,52.77777777777778,6504.166666666665,2.0,6.0,True,True,True,True
487,2017-10-03 14:56:13,96.0,50462.0,nan,nan,3197718.0,3303080.0,nan,78.0,96.0,3303080.0,2236.0,2236.0,70.25490196078431,53.333333333333336,6557.499999999998,2.0,12.0,False,False,True,True
487,2017-10-03 14:56:15,nan,50381.0,2222.0,nan,3197737.0,3303155.0,nan,75.0,96.0,3303155.0,2236.0,2222.0,70.75,53.333333333333336,6610.833333333331,2.0,19.0,True,False,True,False
487,2017-10-03 14:56:16,94.0,50149.0,nan,nan,nan,nan,nan,75.0,94.0,3303155.0,2222.0,2222.0,70.75,26.11111111111111,6636.9444444444425,1.0,19.0,False,True,True,True
487,2017-10-03 14:56:18,92.0,49524.0,nan,nan,3197751.0,nan,nan,75.0,92.0,3303155.0,2222.0,2222.0,71.18867924528301,51.111111111111114,6688.055555555554,2.0,14.0,False,True,True,True
487,2017-10-03 14:56:19,nan,48893.0,2162.0,nan,3197760.0,3303255.0,nan,100.0,92.0,3303255.0,2222.0,2162.0,71.57407407407408,25.555555555555557,6713.6111111111095,1.0,9.0,True,False,True,False
487,2017-10-03 14:56:21,91.0,48951.0,nan,nan,3197771.0,nan,nan,100.0,91.0,3303255.0,2162.0,2162.0,71.57407407407408,50.55555555555556,6764.166666666665,2.0,11.0,False,True,True,True
487,2017-10-03 14:56:23,92.0,48733.0,nan,nan,3197783.0,nan,nan,100.0,92.0,3303255.0,2162.0,2162.0,71.92727272727272,51.111111111111114,6815.2777777777765,2.0,12.0,False,True,True,True
487,2017-10-03 14:56:24,94.0,49144.0,2174.0,nan,3197789.0,3303377.0,nan,122.0,94.0,3303377.0,2162.0,2174.0,72.28571428571429,26.11111111111111,6841.388888888888,1.0,6.0,False,False,True,False
487,2017-10-03 14:56:26,95.0,49871.0,nan,64.0,3197801.0,nan,nan,122.0,95.0,3303377.0,64.0,64.0,72.66666666666667,52.77777777777778,6894.166666666665,2.0,12.0,False,True,False,True
487,2017-10-03 14:56:27,94.0,49988.0,nan,nan,3197807.0,nan,nan,122.0,94.0,3303377.0,64.0,64.0,73.05172413793103,26.11111111111111,6920.2777777777765,1.0,6.0,False,True,True,True
487,2017-10-03 14:56:28,95.0,50052.0,nan,nan,3197813.0,3303452.0,nan,75.0,95.0,3303452.0,64.0,64.0,73.40677966101696,26.38888888888889,6946.666666666665,1.0,6.0,False,False,True,True
487,2017-10-03 14:56:29,nan,50238.0,2232.0,nan,3197819.0,nan,nan,75.0,95.0,3303452.0,64.0,2232.0,73.76666666666667,26.38888888888889,6973.055555555554,1.0,6.0,True,True,True,False
487,2017-10-03 14:56:31,96.0,50649.0,nan,nan,3197831.0,nan,nan,75.0,96.0,3303452.0,2232.0,2232.0,73.76666666666667,53.333333333333336,7026.388888888887,2.0,12.0,False,True,True,True
487,2017-10-03 14:56:33,nan,50840.0,nan,nan,3197844.0,3303578.0,nan,126.0,96.0,3303578.0,2232.0,2232.0,74.1311475409836,53.333333333333336,7079.72222222222,2.0,13.0,True,False,True,True
487,2017-10-03 14:56:35,nan,51145.0,2250.0,nan,3197856.0,nan,nan,126.0,96.0,3303578.0,2232.0,2250.0,74.1311475409836,53.333333333333336,7133.055555555553,2.0,12.0,True,True,True,False
487,2017-10-03 14:56:36,97.0,50986.0,nan,nan,3197862.0,3303681.0,nan,103.0,97.0,3303681.0,2250.0,2250.0,74.1311475409836,26.944444444444443,7159.999999999997,1.0,6.0,False,False,True,True
487,2017-10-03 14:56:38,96.0,51295.0,nan,nan,3197875.0,nan,nan,103.0,96.0,3303681.0,2250.0,2250.0,74.5,53.333333333333336,7213.33333333333,2.0,13.0,False,True,True,True
487,2017-10-03 14:56:39,97.0,51348.0,2275.0,nan,3197881.0,nan,nan,103.0,97.0,3303681.0,2250.0,2275.0,74.84126984126983,26.944444444444443,7240.277777777775,1.0,6.0,False,True,True,False
487,2017-10-03 14:56:41,nan,51616.0,nan,nan,3197894.0,3303785.0,nan,104.0,97.0,3303785.0,2275.0,2275.0,75.1875,53.888888888888886,7294.166666666663,2.0,13.0,True,False,True,True
487,2017-10-03 14:56:42,98.0,51515.0,nan,nan,nan,nan,nan,104.0,98.0,3303785.0,2275.0,2275.0,75.1875,27.22222222222222,7321.388888888886,1.0,13.0,False,True,True,True
487,2017-10-03 14:56:44,96.0,51308.0,2257.0,nan,3197906.0,3303863.0,nan,78.0,96.0,3303863.0,2275.0,2257.0,75.53846153846153,53.333333333333336,7374.722222222219,2.0,12.0,False,False,True,False
487,2017-10-03 14:56:46,94.0,50089.0,nan,nan,3197919.0,nan,nan,78.0,94.0,3303863.0,2257.0,2257.0,75.84848484848484,52.22222222222222,7426.944444444442,2.0,13.0,False,True,True,True
487,2017-10-03 14:56:47,92.0,49062.0,nan,nan,3197925.0,3303966.0,nan,103.0,92.0,3303966.0,2257.0,2257.0,76.11940298507463,25.555555555555557,7452.499999999997,1.0,6.0,False,False,True,True
487,2017-10-03 14:56:48,91.0,48045.0,nan,nan,3197931.0,nan,nan,103.0,91.0,3303966.0,2257.0,2257.0,76.3529411764706,25.27777777777778,7477.777777777775,1.0,6.0,False,True,True,True
487,2017-10-03 14:56:50,86.0,46009.0,2048.0,nan,3197944.0,nan,nan,103.0,86.0,3303966.0,2257.0,2048.0,76.56521739130434,47.77777777777778,7525.555555555552,2.0,13.0,False,True,True,False
487,2017-10-03 14:56:52,nan,45649.0,nan,nan,3197945.0,3304039.0,nan,73.0,86.0,3304039.0,2048.0,2048.0,76.7,47.77777777777778,7573.333333333329,2.0,1.0,True,False,True,True
487,2017-10-03 14:56:54,nan,45792.0,2034.0,nan,3197947.0,3304131.0,nan,92.0,86.0,3304131.0,2048.0,2034.0,76.7,47.77777777777778,7621.111111111107,2.0,2.0,True,False,True,False
487,2017-10-03 14:56:56,88.0,46632.0,nan,nan,3197948.0,nan,nan,92.0,88.0,3304131.0,2034.0,2034.0,76.7,48.888888888888886,7669.999999999995,2.0,1.0,False,True,True,True
487,2017-10-03 14:56:58,89.0,47295.0,nan,nan,3197950.0,nan,nan,92.0,89.0,3304131.0,2034.0,2034.0,76.85915492957747,49.44444444444444,7719.44444444444,2.0,2.0,False,True,True,True
487,2017-10-03 14:57:00,92.0,48210.0,2127.0,nan,3197951.0,3304247.0,nan,116.0,92.0,3304247.0,2034.0,2127.0,77.02777777777777,51.111111111111114,7770.555555555551,2.0,1.0,False,False,True,False
487,2017-10-03 14:57:01,93.0,48669.0,nan,nan,3197960.0,nan,nan,116.0,93.0,3304247.0,2127.0,2127.0,77.23287671232876,25.833333333333332,7796.388888888884,1.0,9.0,False,True,True,True
487,2017-10-03 14:57:03,94.0,49827.0,nan,nan,3197980.0,3304344.0,nan,97.0,94.0,3304344.0,2127.0,2127.0,77.44594594594595,52.22222222222222,7848.611111111107,2.0,20.0,False,False,True,True
487,2017-10-03 14:57:05,nan,50192.0,2210.0,nan,3197998.0,nan,nan,97.0,94.0,3304344.0,2127.0,2210.0,77.66666666666667,52.22222222222222,7900.833333333329,2.0,18.0,True,True,True,False
