asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,load_filled,rpm_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter,filled_load,filled_rpm
487,2017-10-06 19:52:30,60.0,31502.0,1721.0,39.0,3273572.0,3640607.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False
487,2017-10-06 19:52:38,69.0,36830.0,1893.0,nan,3273616.0,3640735.0,nan,nan,69.0,3640735.0,nan,1893.0,60.0,153.33333333333334,153.33333333333334,8.0,nan,False,False,False,False
487,2017-10-06 19:52:39,71.0,37102.0,nan,nan,nan,nan,nan,nan,71.0,3640735.0,1893.0,1893.0,64.5,19.72222222222222,173.05555555555557,1.0,nan,False,True,True,True
487,2017-10-06 19:52:41,74.0,39011.0,2088.0,nan,3273625.0,3640808.0,nan,73.0,74.0,3640808.0,1893.0,2088.0,66.66666666666667,41.111111111111114,214.16666666666669,2.0,9.0,False,False,True,False
487,2017-10-06 19:52:43,77.0,40957.0,nan,nan,3273643.0,nan,nan,73.0,77.0,3640808.0,2088.0,2088.0,68.5,42.77777777777778,256.94444444444446,2.0,18.0,False,True,True,True
487,2017-10-06 19:52:44,79.0,41349.0,nan,nan,3273653.0,3640886.0,nan,78.0,79.0,3640886.0,2088.0,2088.0,70.2,21.944444444444443,278.8888888888889,1.0,10.0,False,False,True,True
487,2017-10-06 19:52:45,81.0,42545.0,2333.0,nan,3273663.0,nan,nan,78.0,81.0,3640886.0,2088.0,2333.0,71.66666666666667,22.5,301.3888888888889,1.0,10.0,False,True,True,False
487,2017-10-06 19:52:47,85.0,44234.0,nan,nan,3273682.0,nan,nan,78.0,85.0,3640886.0,2333.0,2333.0,73.0,47.22222222222222,348.61111111111114,2.0,19.0,False,True,True,True
487,2017-10-06 19:52:49,87.0,46005.0,nan,nan,3273702.0,3640996.0,nan,110.0,87.0,3640996.0,2333.0,2333.0,74.5,48.333333333333336,396.94444444444446,2.0,20.0,False,False,True,True
487,2017-10-06 19:52:50,89.0,46731.0,nan,91.0,3273712.0,nan,nan,110.0,89.0,3640996.0,91.0,91.0,75.88888888888889,24.72222222222222,421.6666666666667,1.0,10.0,False,True,False,True
487,2017-10-06 19:52:52,92.0,47944.0,2552.0,nan,3273731.0,nan,nan,110.0,92.0,3640996.0,91.0,2552.0,77.2,51.111111111111114,472.7777777777778,2.0,19.0,False,True,True,False
487,2017-10-06 19:52:53,93.0,48424.0,nan,nan,3273742.0,3641093.0,nan,97.0,93.0,3641093.0,2552.0,2552.0,78.54545454545455,25.833333333333332,498.61111111111114,1.0,11.0,False,False,True,True
487,2017-10-06 19:52:54,nan,49327.0,nan,nan,3273752.0,nan,nan,97.0,93.0,3641093.0,2552.0,2552.0,79.75,25.833333333333332,524.4444444444445,1.0,10.0,True,True,True,True
487,2017-10-06 19:52:55,95.0,49731.0,nan,nan,3273763.0,nan,nan,97.0,95.0,3641093.0,2552.0,2552.0,79.75,26.38888888888889,550.8333333333334,1.0,11.0,False,True,True,True
487,2017-10-06 19:52:57,97.0,50651.0,2230.0,nan,3273784.0,3641195.0,nan,102.0,97.0,3641195.0,2552.0,2230.0,80.92307692307692,53.888888888888886,604.7222222222223,2.0,21.0,False,False,True,False
487,2017-10-06 19:52:59,nan,50879.0,nan,nan,3273805.0,nan,nan,102.0,97.0,3641195.0,2230.0,2230.0,82.07142857142857,53.888888888888886,658.6111111111112,2.0,21.0,True,True,True,True
487,2017-10-06 19:53:00,nan,51104.0,nan,nan,3273816.0,nan,nan,102.0,97.0,3641195.0,2230.0,2230.0,82.07142857142857,26.944444444444443,685.5555555555557,1.0,11.0,True,True,True,True
487,2017-10-06 19:53:01,nan,51426.0,2288.0,nan,3273826.0,3641299.0,nan,104.0,97.0,3641299.0,2230.0,2288.0,82.07142857142857,26.944444444444443,712.5000000000001,1.0,10.0,True,False,True,False
487,2017-10-06 19:53:03,98.0,51530.0,nan,nan,3273841.0,nan,nan,104.0,98.0,3641299.0,2288.0,2288.0,82.07142857142857,54.44444444444444,766.9444444444446,2.0,15.0,False,True,True,True
487,2017-10-06 19:53:05,nan,50898.0,nan,nan,3273850.0,nan,nan,104.0,98.0,3641299.0,2288.0,2288.0,83.13333333333334,54.44444444444444,821.388888888889,2.0,9.0,True,True,True,True
487,2017-10-06 19:53:06,nan,51556.0,2307.0,nan,3273854.0,3641433.0,nan,134.0,98.0,3641433.0,2288.0,2307.0,83.13333333333334,27.22222222222222,848.6111111111112,1.0,4.0,True,False,True,False
487,2017-10-06 19:53:08,100.0,52128.0,nan,nan,3273863.0,nan,nan,134.0,100.0,3641433.0,2307.0,2307.0,83.13333333333334,55.55555555555556,904.1666666666667,2.0,9.0,False,True,True,True
487,2017-10-06 19:53:09,99.0,52597.0,nan,nan,3273869.0,nan,nan,134.0,99.0,3641433.0,2307.0,2307.0,84.1875,27.5,931.6666666666667,1.0,6.0,False,True,True,True
487,2017-10-06 19:53:10,101.0,52946.0,nan,nan,3273873.0,3641539.0,nan,106.0,101.0,3641539.0,2307.0,2307.0,85.05882352941177,28.055555555555557,959.7222222222223,1.0,4.0,False,False,True,True
487,2017-10-06 19:53:12,nan,53256.0,2354.0,nan,3273882.0,nan,nan,106.0,101.0,3641539.0,2307.0,2354.0,85.94444444444444,56.111111111111114,1015.8333333333334,2.0,9.0,True,True,True,False
487,2017-10-06 19:53:13,nan,53709.0,nan,nan,3273891.0,nan,nan,106.0,101.0,3641539.0,2354.0,2354.0,85.94444444444444,28.055555555555557,1043.888888888889,1.0,9.0,True,True,True,True
487,2017-10-06 19:53:15,103.0,54314.0,nan,nan,3273908.0,3641675.0,nan,136.0,103.0,3641675.0,2354.0,2354.0,85.94444444444444,57.22222222222222,1101.111111111111,2.0,17.0,False,False,True,True
487,2017-10-06 19:53:17,nan,54744.0,2428.0,nan,3273927.0,nan,nan,136.0,103.0,3641675.0,2354.0,2428.0,86.84210526315789,57.22222222222222,1158.3333333333333,2.0,19.0,True,True,True,False
487,2017-10-06 19:53:18,nan,54704.0,nan,nan,3273936.0,nan,nan,136.0,103.0,3641675.0,2428.0,2428.0,86.84210526315789,28.61111111111111,1186.9444444444443,1.0,9.0,True,True,True,True
487,2017-10-06 19:53:20,104.0,54660.0,nan,55.0,3273953.0,3641787.0,nan,112.0,104.0,3641787.0,55.0,55.0,86.84210526315789,57.77777777777778,1244.7222222222222,2.0,17.0,False,False,False,True
487,2017-10-06 19:53:21,103.0,54489.0,2416.0,nan,nan,nan,nan,112.0,103.0,3641787.0,55.0,2416.0,87.7,28.61111111111111,1273.3333333333333,1.0,17.0,False,True,True,False
487,2017-10-06 19:53:23,nan,54382.0,nan,nan,3273972.0,3641871.0,nan,84.0,103.0,3641871.0,2416.0,2416.0,88.42857142857143,57.22222222222222,1330.5555555555554,2.0,19.0,True,False,True,True
487,2017-10-06 19:53:24,102.0,54256.0,nan,nan,nan,nan,nan,84.0,102.0,3641871.0,2416.0,2416.0,88.42857142857143,28.333333333333332,1358.8888888888887,1.0,19.0,False,True,True,True
487,2017-10-06 19:53:25,nan,53968.0,nan,nan,3273977.0,nan,nan,84.0,102.0,3641871.0,2416.0,2416.0,89.04545454545455,28.333333333333332,1387.222222222222,1.0,5.0,True,True,True,True
487,2017-10-06 19:53:27,nan,53786.0,2379.0,nan,3273986.0,3641981.0,nan,110.0,102.0,3641981.0,2416.0,2379.0,89.04545454545455,56.666666666666664,1443.8888888888887,2.0,9.0,True,False,True,False
487,2017-10-06 19:53:28,nan,53764.0,nan,nan,3273991.0,nan,nan,110.0,102.0,3641981.0,2379.0,2379.0,89.04545454545455,28.333333333333332,1472.222222222222,1.0,5.0,True,True,True,True
487,2017-10-06 19:53:29,103.0,53984.0,nan,nan,3273996.0,3642062.0,nan,81.0,103.0,3642062.0,2379.0,2379.0,89.04545454545455,28.61111111111111,1500.833333333333,1.0,5.0,False,False,True,True
