asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
34,2017-09-30T17:38:40Z, , , , , , , 
34,2017-10-01T17:39:20Z, , , , , , , 
34,2017-10-01T17:39:20Z, , , , , , , 
34,2017-10-01T17:39:20Z, , , , , , , 
34,2017-10-01T17:39:20Z, , , , , , , 
34,2017-10-01T17:39:51Z, ,159, , , , , 
34,2017-10-01T17:40:22Z, ,0, , , , , 
34,2017-10-01T17:40:52Z, , , , , , , 
34,2017-10-01T17:41:23Z, , , , , , , 
34,2017-10-01T17:41:53Z, , , , , , , 
34,2017-10-01T17:42:23Z, , , , , , , 
34,2017-10-01T17:42:54Z, , , , , , , 
34,2017-10-01T17:43:24Z, , , , , , , 
34,2017-10-01T17:43:54Z, , , , , , , 
34,2017-10-01T17:44:24Z, , , , , , , 
34,2017-10-01T17:44:55Z, , , , , , , 
34,2017-10-01T17:45:26Z, , , , , , , 
34,2017-10-01T17:45:57Z, , , , , , , 
34,2017-10-01T17:46:28Z, , , , , , , 
34,2017-10-01T17:46:58Z, , , , , , , 
34,2017-10-01T17:47:29Z, , , , , , , 
34,2017-10-01T17:47:59Z, , , , , , , 
34,2017-10-01T17:48:29Z, , , , , , , 
34,2017-10-01T17:49:00Z, , , , , , , 
34,2017-10-01T17:49:12Z, , , , , , , 
34,2017-10-01T17:49:40Z, , , , , , , 
34,2017-10-02T08:01:03Z, , , , , , , 
34,2017-10-02T08:01:04Z, , , , , , , 
34,2017-10-02T08:01:07Z, , , , , , , 
34,2017-10-02T08:01:08Z, , ,899, ,3134127, , 
34,2017-10-02T08:01:08Z, , , , , , , 
34,2017-10-02T08:01:09Z, , , , ,3134124, , 
34,2017-10-02T08:01:10Z, , , , ,3134125, , 
34,2017-10-02T08:01:10Z, , , , , , , 
34,2017-10-02T08:01:10Z, , , , , , , 
34,2017-10-02T08:01:10Z, , , , , , , 
34,2017-10-02T08:01:10Z, ,260, , ,3134129, , 
34,2017-10-02T08:01:41Z, ,0,898, ,3134190, , 
34,2017-10-02T08:01:44Z, , , , ,3134198, , 
34,2017-10-02T08:02:15Z, , ,901, ,3134259, , 
34,2017-10-02T08:02:45Z, , ,897, ,3134297, , 
34,2017-10-02T08:02:55Z, , , , ,3134303, , 
34,2017-10-02T08:03:24Z, , ,901, ,3134321, , 
34,2017-10-02T08:03:54Z, , ,897, ,3134339, , 
34,2017-10-02T08:04:25Z, , ,896, ,3134359, , 
34,2017-10-02T08:04:55Z, , ,906, ,3134381, , 
34,2017-10-02T08:05:25Z, , ,902, ,3134404, , 
34,2017-10-02T08:05:56Z, ,3079,894, ,3134428, , 
34,2017-10-02T08:06:27Z, ,0,901, ,3134452,7406433, 
34,2017-10-02T08:06:58Z, , ,898, ,3134478, , 
34,2017-10-02T08:07:28Z, , ,902, ,3134504, , 
34,2017-10-02T08:07:58Z, , , , ,3134532, , 
34,2017-10-02T08:08:29Z, , ,905, ,3134564, , 
34,2017-10-02T08:08:59Z, , ,907, ,3134596, , 
34,2017-10-02T08:09:29Z, , ,895, ,3134625, , 
34,2017-10-02T08:10:00Z, , ,906, ,3134657, , 
34,2017-10-02T08:10:30Z,12,5946,1050, ,3134687,7406496, 
34,2017-10-02T08:11:00Z,19,7712,946, ,3134726,7406598, 
34,2017-10-02T08:11:31Z,47,28230,1134, ,3134898,7406800, 
34,2017-10-02T08:12:02Z,65,35136,1396, ,3135264,7407314, 
34,2017-10-02T08:12:33Z,15,7524,801, ,3135476,7407827, 
34,2017-10-02T08:13:03Z,56,35676,1506,46,3135732,7408118, 
34,2017-10-02T08:13:33Z,93,48789,1448, ,3136324,7408818, 
34,2017-10-02T08:14:04Z,21,20416,802, ,3136957,7409336, 
34,2017-10-02T08:14:35Z,86,47096,1432, ,3137592,7409867, 
34,2017-10-02T08:15:06Z,101,54129,1625, ,3138205,7410663, 
34,2017-10-02T08:15:36Z,98,48335,1589, ,3138819,7411438, 
34,2017-10-02T08:16:07Z,97,54722,1629, ,3139374,7412309, 
34,2017-10-02T08:16:27Z, , , , , , , 
34,2017-10-02T08:16:31Z,31,18008,1063, ,3139764,7412782, 
34,2017-10-02T08:17:01Z,56,30502,1482, ,3140192,7413207, 
34,2017-10-02T08:17:32Z,105,53933,1550, ,3140514,7413860, 
34,2017-10-02T08:18:02Z, ,53867,1638, ,3140828,7414740,862166
34,2017-10-02T08:18:33Z, ,54027,1630, ,3141175,7415579, 
34,2017-10-02T08:19:03Z,101,54171,1637, ,3141508,7416392, 
34,2017-10-02T08:19:33Z,105,54366,1641, ,3141830,7417203, 
34,2017-10-02T08:20:04Z, ,54026,1630, ,3142175,7417992, 
34,2017-10-02T08:20:34Z, ,54123,1633,30,3142508,7418856,862170
34,2017-10-02T08:21:05Z, ,53859,1635, ,3142842,7419639, 
34,2017-10-02T08:21:35Z, ,53909,1636,36,3143178,7420449,862172
34,2017-10-02T08:22:06Z, ,54177,1641, ,3143498,7421286, 
34,2017-10-02T08:22:37Z, ,54171,1637, ,3143785,7422151, 
34,2017-10-02T08:23:08Z, ,53756, , ,3144077,7422935, 
