asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
487,2017-10-01T14:35:33Z, ,31742, , ,3181130,3227900, 
487,2017-10-01T14:35:35Z, ,32689, , ,3181133, , 
487,2017-10-01T14:35:36Z,63,32381,1468, ,3181135, , 
487,2017-10-01T14:35:38Z, ,33300, , ,3181138,3227967, 
487,2017-10-01T14:35:39Z, ,33172, , ,3181140, , 
487,2017-10-01T14:35:41Z, ,33206,1475, ,3181144, , 
487,2017-10-01T14:35:42Z, ,33171, , ,3181146,3228050, 
487,2017-10-01T14:35:43Z,61,31640, , ,3181150, , 
487,2017-10-01T14:35:44Z,57,30279, , ,3181153, , 
487,2017-10-01T14:35:45Z,53,27462, , ,3181156, , 
487,2017-10-01T14:36:01Z, , , , , , , 
487,2017-10-01T14:36:05Z,44,22984,1320,48,3181181,3228332, 
487,2017-10-01T14:36:23Z, , , , , , , 
487,2017-10-01T14:36:26Z,52,27871,1493, ,3181233,3228598, 
487,2017-10-01T14:36:56Z,46,25493,1308,0,3181294,3229016, 
487,2017-10-01T14:37:27Z,59,30871,1492,16,3181343,3229351, 
487,2017-10-01T14:37:37Z,73,39336,2088,68,3181369,3229543, 
487,2017-10-01T14:37:39Z,77,40372, , , , , 
487,2017-10-01T14:37:40Z,78,40466, , , , , 
487,2017-10-01T14:37:42Z,79,41592,1852, ,3181374,3229620, 
487,2017-10-01T14:37:43Z,80,41754, , ,3181379, , 
487,2017-10-01T14:37:45Z,79,41748, , ,3181389,3229703, 
487,2017-10-01T14:37:46Z,80,41743, , ,3181394, , 
487,2017-10-01T14:37:47Z,79,41795,1855, ,3181399, , 
487,2017-10-01T14:37:49Z,80,42109, , ,3181409,3229787, 
487,2017-10-01T14:37:51Z,79,42321, , ,3181420, , 
487,2017-10-01T14:37:52Z,80,42344,1886, ,3181426,3229871, 
487,2017-10-01T14:37:53Z,82,42640, , ,3181432, , 
487,2017-10-01T14:37:55Z,83,43205, , ,3181444, , 
487,2017-10-01T14:37:57Z, ,43481,1931, ,3181457,3229979, 
487,2017-10-01T14:37:59Z,82,42985, , ,3181463, , 
487,2017-10-01T14:38:01Z,78,41187, ,0,3181475, , 
487,2017-10-01T14:38:02Z,76,40533,1784, ,3181482,3230066, 
487,2017-10-01T14:38:04Z,73,38663, , ,3181488, , 
487,2017-10-01T14:38:05Z, ,38419, , , , , 
487,2017-10-01T14:38:07Z,74,38647,1734, , ,3230147, 
487,2017-10-01T14:38:08Z, ,38801, , , , , 
487,2017-10-01T14:38:10Z, ,38723, , , ,3230242, 
487,2017-10-01T14:38:11Z, ,38534, , , , , 
487,2017-10-01T14:38:12Z,73,38765,1711, , , , 
487,2017-10-01T14:38:14Z,72,37938, , , ,3230319, 
487,2017-10-01T14:38:15Z,73,37991, , , , , 
487,2017-10-01T14:38:17Z,75,38985,2201, , , , 
487,2017-10-01T14:38:18Z,77,40081, , , ,3230395, 
487,2017-10-01T14:38:20Z,79,41414, , , , , 
487,2017-10-01T14:38:22Z,81,42075,1978, , ,3230478, 
487,2017-10-01T14:38:24Z,80,42665, , ,3181500, , 
487,2017-10-01T14:38:26Z,79,42017, , ,3181513,3230564, 
487,2017-10-01T14:38:27Z,77,40277,1794, ,3181519, , 
487,2017-10-01T14:38:28Z,76,40662, , ,3181525, , 
487,2017-10-01T14:38:30Z,75,39235, ,63,3181538,3230625, 
487,2017-10-01T14:38:31Z, ,39530, , ,3181544, , 
487,2017-10-01T14:38:32Z,76,39758,1741, ,3181550, , 
487,2017-10-01T14:38:33Z, ,39992, , ,3181553,3230704, 
487,2017-10-01T14:38:35Z,77,41125, , ,3181558, , 
487,2017-10-01T14:38:36Z,76,40535, , ,3181561, , 
487,2017-10-01T14:38:37Z,75,40352,1769, ,3181563,3230785, 
487,2017-10-01T14:38:39Z,74,39475, , ,3181566, , 
487,2017-10-01T14:38:40Z, ,39342, , ,3181571, , 
487,2017-10-01T14:38:41Z,72,38746, , , ,3230866, 
487,2017-10-01T14:38:42Z,70,38845,1624, ,3181574, , 
487,2017-10-01T14:38:44Z,65,36066, , ,3181577,3230924, 
487,2017-10-01T14:38:45Z,63,33688, , , , , 
487,2017-10-01T14:38:46Z,61,32726, , , , , 
487,2017-10-01T14:38:47Z,60,32475,1388, , , , 
487,2017-10-01T14:39:18Z,82,42278,2256,19,3181670,3231452, 
487,2017-10-01T14:39:19Z,83,43159, , ,3181681, , 
487,2017-10-01T14:39:20Z,87,45043, , ,3181692, , 
487,2017-10-01T14:39:22Z,91,47052,2596, ,3181713,3231541, 
487,2017-10-01T14:39:23Z,93,48268, , , , , 
487,2017-10-01T14:39:24Z,95,49019, , ,3181727, , 
487,2017-10-01T14:39:26Z,97,51139, , ,3181756,3231613, 
487,2017-10-01T14:39:27Z,96,51257,2259, , , , 
487,2017-10-01T14:39:29Z,98,51489, , ,3181787,3231716, 
487,2017-10-01T14:39:30Z, ,51873, ,79,3181799, , 
487,2017-10-01T14:39:32Z,96,51656, , ,3181822, , 
487,2017-10-01T14:39:33Z, ,50580,2251, ,3181838,3231820, 
487,2017-10-01T14:39:35Z, ,50310, , ,3181848, , 
487,2017-10-01T14:39:37Z,95,50226, , ,3181857, , 
487,2017-10-01T14:39:39Z,93,49980,2195, ,3181867,3231920, 
487,2017-10-01T14:39:41Z,94,49571, , ,3181877, , 
487,2017-10-01T14:39:43Z,93,49343,2168, ,3181881,3232045, 
487,2017-10-01T14:39:45Z, ,49137, , ,3181905, , 
487,2017-10-01T14:39:46Z,92,48937, , ,3181913,3232120, 
487,2017-10-01T14:39:48Z,93,48963,2179, ,3181921, , 
487,2017-10-01T14:39:50Z,94,49845, , ,3181936,3232245, 
487,2017-10-01T14:39:51Z,96,50175, , ,3181944, , 
487,2017-10-01T14:39:52Z, ,50308, , ,3181952, , 
487,2017-10-01T14:39:54Z,97,50570,2241, ,3181970,3232346, 
487,2017-10-01T14:39:55Z,96,51285, , ,3181982, , 
487,2017-10-01T14:39:57Z,98,50666, , ,3182000, , 
487,2017-10-01T14:39:58Z,97,51826,2286, ,3182009,3232450, 
487,2017-10-01T14:39:59Z,98,52695, , ,3182018, , 
487,2017-10-01T14:40:01Z, ,51904, ,49,3182036, , 
487,2017-10-01T14:40:02Z,100,52044, , ,3182045,3232556, 
487,2017-10-01T14:40:04Z,99,52515,2328, ,3182058, , 
487,2017-10-01T14:40:05Z,100,51827, , ,3182064, , 
487,2017-10-01T14:40:07Z, ,52985, , ,3182070,3232688, 
487,2017-10-01T14:40:09Z,99,53028,2346, ,3182083, , 
487,2017-10-01T14:40:10Z, ,52794, , ,3182089, , 
487,2017-10-01T14:40:12Z,98,52935, , ,3182102,3232823, 
487,2017-10-01T14:40:13Z,99,52408,2301, ,3182108, , 
487,2017-10-01T14:40:15Z,95,51684, , ,3182119,3232901, 
487,2017-10-01T14:40:17Z,96,50693, , ,3182129, , 
487,2017-10-01T14:40:18Z, ,50810,2222, ,3182135, , 
487,2017-10-01T14:40:20Z,93,49586, , ,3182145,3233030, 
487,2017-10-01T14:40:22Z,89,47423, , ,3182156, , 
487,2017-10-01T14:40:23Z,87,46414,2027, ,3182161, , 
487,2017-10-01T14:40:25Z,86,45931, , ,3182169,3233127, 
487,2017-10-01T14:40:27Z, ,45335, , ,3182177, , 
487,2017-10-01T14:40:29Z,85,45029,1991, ,3182184,3233240, 
487,2017-10-01T14:40:30Z, ,44997, ,62,3182188, , 
487,2017-10-01T14:40:32Z, ,44741, , ,3182196, , 
487,2017-10-01T14:40:33Z,86,44981,1988, ,3182201,3233331, 
487,2017-10-01T14:40:35Z, ,45005, , ,3182212, , 
487,2017-10-01T14:40:36Z, ,44967, , ,3182217, , 
487,2017-10-01T14:40:37Z,85,45261, , ,3182222,3233422, 
487,2017-10-01T14:40:38Z,87,45655,2022, ,3182228, , 
487,2017-10-01T14:40:40Z, ,45980, , ,3182239, , 
487,2017-10-01T14:40:41Z,89,46413, , ,3182244, , 
487,2017-10-01T14:40:43Z, ,47440,2099, ,3182255,3233537, 
487,2017-10-01T14:40:44Z,90,47761, , , , , 
487,2017-10-01T14:40:46Z,89,47435, , ,3182271,3233633, 
487,2017-10-01T14:40:47Z,88,47127, , ,3182278, , 
487,2017-10-01T14:40:49Z,87,46293,2035, ,3182294, , 
487,2017-10-01T14:40:51Z,86,45298, , ,3182309,3233751, 
487,2017-10-01T14:40:52Z,85,45034, , ,3182316, , 
487,2017-10-01T14:40:54Z,87,45484,2003, ,3182330, , 
487,2017-10-01T14:40:55Z,85,45463, , ,3182336,3233843, 
487,2017-10-01T14:40:57Z,87,45530, , ,3182348, , 
487,2017-10-01T14:40:59Z,85,45357,2002, ,3182360,3233935, 
487,2017-10-01T14:41:01Z, ,45351, ,14,3182373, , 
487,2017-10-01T14:41:02Z,83,45024, , ,3182379, , 
487,2017-10-01T14:41:03Z,82,44185,1923, ,3182385, , 
487,2017-10-01T14:41:05Z,80,43222, , ,3182391,3234049, 
487,2017-10-01T14:41:06Z,81,43100, , , , , 
487,2017-10-01T14:41:08Z, ,43080,1900, , ,3234137, 
487,2017-10-01T14:41:10Z, ,43101, , , , , 
487,2017-10-01T14:41:11Z,82,43521, , , , , 
487,2017-10-01T14:41:13Z, ,43761,1926, , ,3234247, 
487,2017-10-01T14:41:15Z, ,43199, , ,3182397, , 
487,2017-10-01T14:41:16Z,81,43340, , ,3182400, , 
487,2017-10-01T14:41:18Z, ,43302,1909, ,3182405,3234357, 
487,2017-10-01T14:41:19Z,80,43275, , ,3182407, , 
487,2017-10-01T14:41:20Z, ,42327, , ,3182410, , 
487,2017-10-01T14:41:22Z,78,41457, , ,3182415,3234422, 
487,2017-10-01T14:41:23Z, ,42134,1845, ,3182417, , 
487,2017-10-01T14:41:25Z, ,41913, , ,3182427,3234507, 
487,2017-10-01T14:41:26Z,79,41657, , ,3182432, , 
487,2017-10-01T14:41:27Z, ,41843, , , , , 
487,2017-10-01T14:41:29Z, ,41912,1842, ,3182443,3234591, 
487,2017-10-01T14:41:30Z,77,41973, ,28,3182447, , 
487,2017-10-01T14:41:31Z,79,41762, , ,3182452, , 
487,2017-10-01T14:41:33Z,77,41197,1827, ,3182462,3234675, 
487,2017-10-01T14:41:35Z,78,41726, , ,3182472, , 
487,2017-10-01T14:41:37Z,79,41823, , ,3182478,3234759, 
487,2017-10-01T14:41:39Z, ,41818,1835, ,3182484, , 
487,2017-10-01T14:41:41Z, ,41820, , ,3182490, , 
487,2017-10-01T14:41:42Z,80,41444, , ,3182493,3234864, 
487,2017-10-01T14:41:44Z, ,42380,1876, ,3182499, , 
487,2017-10-01T14:41:46Z,81,42927, , ,3182512, , 
487,2017-10-01T14:41:48Z,80,42110, , ,3182526,3234948, 
487,2017-10-01T14:41:50Z,79,41950,1871, ,3182541,3235032, 
487,2017-10-01T14:41:51Z,78,41885, , ,3182547, , 
487,2017-10-01T14:41:52Z,79,41770, , ,3182554, , 
487,2017-10-01T14:41:53Z,76,41268, , , , , 
487,2017-10-01T14:41:54Z,77,41089,1800, ,3182561,3235116, 
487,2017-10-01T14:41:56Z,75,40351, , ,3182569, , 
487,2017-10-01T14:41:57Z,76,40259, , ,3182570, , 
487,2017-10-01T14:41:58Z,75,40140, , ,3182571,3235197, 
487,2017-10-01T14:42:00Z, ,39912,1759, ,3182572, , 
487,2017-10-01T14:42:01Z, ,39859, ,64,3182573, , 
487,2017-10-01T14:42:03Z,77,40000, , , ,3235277, 
487,2017-10-01T14:42:04Z, ,40578,1788, ,3182574, , 
487,2017-10-01T14:42:06Z, ,41189, , ,3182586,3235358, 
487,2017-10-01T14:42:08Z,78,41255, , ,3182599, , 
487,2017-10-01T14:42:10Z,77,41093,1820, ,3182611, , 
487,2017-10-01T14:42:11Z, ,41021, , , ,3235440, 
487,2017-10-01T14:42:12Z,76,40876, , ,3182625, , 
487,2017-10-01T14:42:14Z, ,40336,1774, ,3182640,3235523, 
487,2017-10-01T14:42:15Z, ,40214, , ,3182643, , 
487,2017-10-01T14:42:17Z,77,41294, , ,3182650, , 
487,2017-10-01T14:42:19Z,81,42170,2497, ,3182657,3235604, 
487,2017-10-01T14:42:20Z, ,43389, , ,3182660, , 
487,2017-10-01T14:42:22Z,80,42723, , ,3182667,3235688, 
487,2017-10-01T14:42:24Z,79,41849,1851, ,3182674, , 
487,2017-10-01T14:42:25Z, ,41648, , ,3182676,3235751, 
487,2017-10-01T14:42:27Z, ,41503, , ,3182681, , 
487,2017-10-01T14:42:29Z,76,40705,1774, ,3182685,3235835, 
487,2017-10-01T14:42:31Z, ,40271, ,35,3182690, , 
487,2017-10-01T14:42:32Z, ,40255, , ,3182692, , 
487,2017-10-01T14:42:33Z,77,40834, , ,3182694, , 
487,2017-10-01T14:42:34Z,78,41077,1815, ,3182696,3235936, 
487,2017-10-01T14:42:35Z,80,41703, , ,3182705, , 
487,2017-10-01T14:42:37Z,81,42927, , ,3182714, , 
487,2017-10-01T14:42:38Z,84,42748, , ,3182724,3236021, 
487,2017-10-01T14:42:40Z,80,43040,1915, ,3182742, , 
487,2017-10-01T14:42:41Z,81,42491, , ,3182751, , 
487,2017-10-01T14:42:42Z,80,42467, , ,3182760, , 
487,2017-10-01T14:42:43Z,81,42564, , ,3182769,3236107, 
487,2017-10-01T14:42:45Z,78,41922,1862, ,3182787, , 
487,2017-10-01T14:42:47Z,77,41758, , , ,3236212, 
487,2017-10-01T14:42:49Z,76,40827,1787, , , , 
487,2017-10-01T14:42:51Z,74,39652, , , , , 
487,2017-10-01T14:42:52Z,73,39193, , , ,3236315, 
487,2017-10-01T14:42:53Z,72,38942, , , , , 
487,2017-10-01T14:42:55Z, ,38194,1682, , , , 
487,2017-10-01T14:42:57Z,70,37809, , ,3182789,3236412, 
487,2017-10-01T14:42:59Z,69,36390,1600, ,3182792, , 
487,2017-10-01T14:43:00Z,68,36295, , ,3182794, , 
487,2017-10-01T14:43:02Z,65,35356, ,0,3182796,3236486, 
487,2017-10-01T14:43:03Z, ,34294, , ,3182798, , 
487,2017-10-01T14:43:04Z,63,33995,1502, ,3182799, , 
487,2017-10-01T14:43:06Z,64,33132, , ,3182803,3236556, 
487,2017-10-01T14:43:07Z,63,33367, , ,3182807, , 
487,2017-10-01T14:43:09Z,62,32936,1452, ,3182813,3236622, 
487,2017-10-01T14:43:11Z,60,31960, , ,3182819, , 
487,2017-10-01T14:43:41Z,59,32062,1704,35,3182859,3237050, 
487,2017-10-01T14:43:49Z,60,32363,1415, ,3182877,3237176, 
487,2017-10-01T14:43:50Z,61,32408, , ,3182879,3237256, 
487,2017-10-01T14:43:51Z, ,32811, , , , , 
487,2017-10-01T14:43:57Z, ,32703,1464, ,3182896,3237320, 
487,2017-10-01T14:43:58Z, ,32217, , ,3182898, , 
487,2017-10-01T14:43:59Z,60,32684,1404, ,3182901,3237384, 
487,2017-10-01T14:44:26Z,68,35887,1570,0,3182923,3237806, 
487,2017-10-01T14:44:28Z,67,35508, , ,3182929, , 
487,2017-10-01T14:44:30Z, ,35428,1563, ,3182935,3237878, 
487,2017-10-01T14:44:32Z,68,35933, ,30,3182941, , 
487,2017-10-01T14:44:33Z,67,35934, , ,3182944,3237949, 
487,2017-10-01T14:44:35Z,68,36638,1577, ,3182949, , 
487,2017-10-01T14:44:37Z,70,36871, , ,3182955,3238021, 
487,2017-10-01T14:44:39Z, ,37203,1631, ,3182960, , 
487,2017-10-01T14:44:40Z, ,36700, , ,3182962, , 
487,2017-10-01T14:44:41Z, ,36343, , ,3182965,3238095, 
487,2017-10-01T14:44:43Z,69,36188, , ,3182970, , 
487,2017-10-01T14:44:44Z,68,36196,1587, ,3182973, , 
487,2017-10-01T14:44:45Z, ,36125, , ,3182976, , 
487,2017-10-01T14:44:47Z, ,36157, , ,3182984,3238185, 
487,2017-10-01T14:44:48Z, ,36110, , ,3182987, , 
487,2017-10-01T14:44:50Z,67,35925,1577, ,3182995, , 
487,2017-10-01T14:44:52Z,68,36248, , ,3183002,3238275, 
487,2017-10-01T14:44:54Z,69,37178,1642, ,3183010, , 
487,2017-10-01T14:44:55Z,70,37137, , ,3183013, , 
487,2017-10-01T14:44:56Z,69,36781, , , ,3238365, 
487,2017-10-01T14:44:58Z,68,35977, , , , , 
487,2017-10-01T14:44:59Z, ,36551,1605, , , , 
487,2017-10-01T14:45:00Z,69,36620, , , ,3238437, 
487,2017-10-01T14:45:02Z,68,36229, ,0, , , 
487,2017-10-01T14:45:03Z,69,36542, , , , , 
487,2017-10-01T14:45:04Z, ,36674,1625, , ,3238509, 
487,2017-10-01T14:45:05Z,70,37006, , , , , 
487,2017-10-01T14:45:07Z,68,36652, , ,3183016, , 
487,2017-10-01T14:45:08Z,67,35951, , ,3183018,3238581, 
487,2017-10-01T14:45:09Z, ,35864,1591, ,3183019, , 
487,2017-10-01T14:45:11Z,69,36820, , ,3183022, , 
487,2017-10-01T14:45:12Z,70,36307, , ,3183023,3238653, 
487,2017-10-01T14:45:14Z,71,37527,1655, ,3183026, , 
487,2017-10-01T14:45:15Z,70,37457, , ,3183028, , 
487,2017-10-01T14:45:17Z, ,36849, , , ,3238746, 
487,2017-10-01T14:45:19Z,69,37053,1623, , , , 
487,2017-10-01T14:45:21Z,68,36691, , , ,3238819, 
487,2017-10-01T14:45:22Z,67,35770, , , , , 
487,2017-10-01T14:45:24Z,68,35941,1561, , , , 
487,2017-10-01T14:45:26Z, ,35960, , ,3183030,3238892, 
487,2017-10-01T14:45:27Z,67,35420, , ,3183033, , 
487,2017-10-01T14:45:29Z, ,35967,1602, ,3183038,3238964, 
487,2017-10-01T14:45:31Z,68,36407, ,1,3183043, , 
487,2017-10-01T14:45:33Z, ,35936, , ,3183049, , 
487,2017-10-01T14:45:34Z,66,35125, , ,3183052,3239054, 
487,2017-10-01T14:45:36Z, ,34860,1536, ,3183056, , 
487,2017-10-01T14:45:37Z, ,34702, , ,3183057, , 
487,2017-10-01T14:45:39Z, ,35001, , ,3183060,3239123, 
487,2017-10-01T14:45:41Z,65,35228,1542, ,3183062, , 
487,2017-10-01T14:45:42Z, ,34843, , ,3183063,3239193, 
487,2017-10-01T14:45:43Z, ,34318, , ,3183065, , 
487,2017-10-01T14:45:45Z, ,34166,1503, ,3183066, , 
487,2017-10-01T14:45:46Z,63,34131, , ,3183068,3239261, 
487,2017-10-01T14:45:48Z, ,33471, , ,3183073, , 
487,2017-10-01T14:45:49Z,62,32705, , ,3183076, , 
487,2017-10-01T14:45:51Z,60,32216,1438, ,3183080,3239328, 
487,2017-10-01T14:46:16Z,62,32896,1457,0,3183170,3239673, 
487,2017-10-01T14:46:17Z,61,32505, , ,3183172,3239756, 
487,2017-10-01T14:46:18Z, ,32333, , ,3183175, , 
487,2017-10-01T14:46:20Z,60,31941,1407, ,3183178, , 
487,2017-10-01T14:46:39Z,67,35207,1471,54,3183193,3240103, 
487,2017-10-01T14:46:41Z, ,34786,1555, ,3183196, , 
487,2017-10-01T14:46:43Z, ,35339, , ,3183200, , 
487,2017-10-01T14:46:44Z, ,35459, , ,3183202,3240189, 
487,2017-10-01T14:46:46Z,69,36080,1595, ,3183206, , 
487,2017-10-01T14:46:47Z,70,36579, , ,3183210, , 
487,2017-10-01T14:46:49Z,72,37944, , ,3183220,3240261, 
487,2017-10-01T14:46:50Z,73,38331,2115, ,3183225, , 
487,2017-10-01T14:46:52Z,71,38531, , ,3183233,3240336, 
487,2017-10-01T14:46:54Z,70,37724, , ,3183242, , 
487,2017-10-01T14:46:55Z,69,37242,1618, ,3183248,3240393, 
487,2017-10-01T14:46:56Z, ,36877, , , , , 
487,2017-10-01T14:46:58Z, ,37126, , ,3183254, , 
487,2017-10-01T14:46:59Z,72,37253, , , ,3240468, 
487,2017-10-01T14:47:01Z,75,39062,1735,56, , , 
487,2017-10-01T14:47:03Z,77,40611, , , ,3240546, 
487,2017-10-01T14:47:05Z, ,40875, , ,3183255, , 
487,2017-10-01T14:47:07Z,76,39904,1806, ,3183258,3240627, 
487,2017-10-01T14:47:09Z,74,38795, , ,3183264, , 
487,2017-10-01T14:47:10Z,72,38310, , ,3183268, , 
487,2017-10-01T14:47:12Z, ,38243,1689, ,3183274,3240706, 
487,2017-10-01T14:47:13Z,71,38249, , , , , 
487,2017-10-01T14:47:15Z,72,38414, , ,3183283,3240782, 
487,2017-10-01T14:47:16Z,73,38602,1712, , , , 
487,2017-10-01T14:47:17Z, ,38678, , ,3183287, , 
487,2017-10-01T14:47:18Z,72,38259, , ,3183289, , 
487,2017-10-01T14:47:20Z,73,38408, , ,3183295,3240858, 
487,2017-10-01T14:47:22Z,72,38197,1690, ,3183300,3240915, 
487,2017-10-01T14:47:24Z,71,37666, , ,3183306, , 
487,2017-10-01T14:47:26Z, ,38069,1678, ,3183311,3240991, 
487,2017-10-01T14:47:27Z,72,38201, , ,3183312, , 
487,2017-10-01T14:47:29Z,73, , , ,3183313, , 
487,2017-10-01T14:47:30Z,74,39088, , ,3183314,3241067, 
487,2017-10-01T14:47:31Z,76,39786,1780,76,3183315, , 
487,2017-10-01T14:47:32Z, ,40326, , , , , 
487,2017-10-01T14:47:34Z,78,41091, , ,3183316,3241146, 
487,2017-10-01T14:47:36Z,79,42667, , ,3183318, , 
487,2017-10-01T14:47:37Z, ,42281,1842, ,3183325, , 
487,2017-10-01T14:47:39Z,78,42833, , ,3183339,3241250, 
487,2017-10-01T14:47:40Z,77,41932, , ,3183346, , 
487,2017-10-01T14:47:42Z,76,41005,1812, ,3183360, , 
487,2017-10-01T14:47:43Z,78,40822, , ,3183368,3241334, 
487,2017-10-01T14:47:45Z,76,40525, , ,3183382, , 
487,2017-10-01T14:47:46Z, ,40601, , ,3183390, , 
487,2017-10-01T14:47:47Z, ,40442,1778, ,3183394,3241416, 
487,2017-10-01T14:47:48Z,75,39124, , ,3183397, , 
487,2017-10-01T14:47:49Z,74,39013, , ,3183401, , 
487,2017-10-01T14:47:51Z,73,38697, , ,3183407, , 
487,2017-10-01T14:47:52Z,74,39288,1737, ,3183411,3241516, 
487,2017-10-01T14:47:54Z,76,39604, , ,3183418, , 
487,2017-10-01T14:47:55Z,75,38929, , ,3183421, , 
487,2017-10-01T14:47:57Z,74,39015,1725, , ,3241616, 
487,2017-10-01T14:47:59Z,75,39711, , , , , 
487,2017-10-01T14:48:00Z,76,40081, , , , , 
487,2017-10-01T14:48:01Z,77,40554, ,79, , , 
487,2017-10-01T14:48:03Z,79,41523,1846, , ,3241717, 
487,2017-10-01T14:48:04Z, ,41658, , , , , 
487,2017-10-01T14:48:06Z,77,40931, , , ,3241801, 
487,2017-10-01T14:48:07Z,78,41685,1822, ,3183425, , 
487,2017-10-01T14:48:09Z,77,41463, , ,3183433, , 
487,2017-10-01T14:48:10Z,79,41512, , ,3183438,3241884, 
487,2017-10-01T14:48:12Z, ,41337,1807, ,3183446, , 
487,2017-10-01T14:48:13Z,77,41134, , ,3183450, , 
487,2017-10-01T14:48:14Z, ,40882, , ,3183454, , 
487,2017-10-01T14:48:15Z,75,40245, , ,3183458,3241989, 
487,2017-10-01T14:48:17Z,74,39397,1742, ,3183465, , 
487,2017-10-01T14:48:19Z,73,39271, , ,3183469,3242069, 
487,2017-10-01T14:48:20Z, ,39066, , ,3183472, , 
487,2017-10-01T14:48:21Z,72,38295, , ,3183474, , 
487,2017-10-01T14:48:23Z, ,38253,1681, ,3183479, , 
487,2017-10-01T14:48:24Z, ,38252, , ,3183481,3242146, 
487,2017-10-01T14:48:26Z,73,38337, , ,3183486, , 
487,2017-10-01T14:48:27Z, ,38646,1699, ,3183492, , 
487,2017-10-01T14:48:28Z,72,38550, , , ,3242241, 
487,2017-10-01T14:48:30Z, ,38154, , ,3183504, , 
487,2017-10-01T14:48:31Z, ,38009, ,36,3183514,3242298, 
487,2017-10-01T14:48:33Z,71,37477,1657, ,3183519, , 
487,2017-10-01T14:48:34Z, ,37561, , ,3183524, , 
487,2017-10-01T14:48:35Z, ,37917, , ,3183529, , 
487,2017-10-01T14:48:36Z,72,37984, , ,3183534,3242393, 
487,2017-10-01T14:48:37Z, ,38135,1692, ,3183539, , 
