asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter
487,2017-10-21 17:36:52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False
487,2017-10-21 17:36:52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False
487,2017-10-21 17:36:56,nan,nan,599.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,nan,False,False
487,2017-10-21 17:36:57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,False,False
487,2017-10-21 17:36:59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,nan,False,False
487,2017-10-21 17:36:59,nan,nan,643.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False
487,2017-10-21 17:36:59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,False,False
487,2017-10-21 17:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,False,False
487,2017-10-21 17:37:01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,False,False
487,2017-10-21 17:37:06,3.0,nan,649.0,nan,3748824.0,nan,nan,nan,3.0,nan,nan,4.166666666666667,4.166666666666667,5.0,nan,False,False
487,2017-10-21 17:37:08,4.0,2063.0,nan,nan,3748825.0,nan,nan,nan,4.0,nan,3.0,2.2222222222222223,6.388888888888889,2.0,1.0,False,False
487,2017-10-21 17:37:08,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,3.5,0.0,6.388888888888889,0.0,1.0,True,False
