asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter
487,2017-10-16 20:58:49,12.0,6606.0,1095.0,42.0,3691473.0,5410074.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False
487,2017-10-16 20:59:19,14.0,7010.0,662.0,nan,3691497.0,5410241.0,nan,nan,14.0,5410241.0,12.0,116.66666666666669,116.66666666666669,30.000000000000004,nan,False,False
487,2017-10-16 20:59:49,41.0,21052.0,1946.0,26.0,3691553.0,5410432.0,nan,191.0,41.0,5410432.0,13.0,341.66666666666674,458.3333333333334,30.000000000000004,56.0,False,False
487,2017-10-16 21:00:20,28.0,14643.0,1326.0,0.0,3691630.0,5410695.0,nan,263.0,28.0,5410695.0,22.333333333333332,241.11111111111117,699.4444444444446,31.000000000000004,77.0,False,False
487,2017-10-16 21:00:51,0.0,0.0,650.0,22.0,3691670.0,5410838.0,nan,143.0,0.0,5410838.0,23.75,0.0,699.4444444444446,31.000000000000004,40.0,False,False
487,2017-10-16 21:01:21,35.0,18376.0,1731.0,17.0,3691704.0,5410911.0,nan,73.0,35.0,5410911.0,19.0,291.66666666666674,991.1111111111113,30.000000000000004,34.0,False,False
487,2017-10-16 21:01:51,31.0,16111.0,1654.0,34.0,3691739.0,5411175.0,nan,264.0,31.0,5411175.0,21.666666666666668,258.33333333333337,1249.4444444444448,30.000000000000004,35.0,False,False
487,2017-10-16 21:02:21,42.0,22160.0,1562.0,19.0,3691766.0,5411476.0,nan,301.0,42.0,5411476.0,23.0,350.00000000000006,1599.4444444444448,30.000000000000004,27.0,False,False
487,2017-10-16 21:02:52,0.0,0.0,649.0,22.0,3691783.0,5411711.0,nan,235.0,0.0,5411711.0,25.375,0.0,1599.4444444444448,31.000000000000004,17.0,False,False
487,2017-10-16 21:03:22,14.0,6605.0,1093.0,47.0,3691798.0,nan,nan,235.0,14.0,5411711.0,22.555555555555557,116.66666666666669,1716.1111111111115,30.000000000000004,15.0,False,True
487,2017-10-16 21:03:52,29.0,15308.0,1403.0,2.0,3691843.0,5411786.0,nan,75.0,29.0,5411786.0,21.7,241.6666666666667,1957.7777777777783,30.000000000000004,45.0,False,False
487,2017-10-16 21:04:22,55.0,29372.0,1555.0,34.0,3691924.0,5412149.0,nan,363.0,55.0,5412149.0,22.363636363636363,458.3333333333334,2416.1111111111118,30.000000000000004,81.0,False,False
487,2017-10-16 21:04:53,35.0,19161.0,1453.0,0.0,3691945.0,5412539.0,nan,390.0,35.0,5412539.0,25.083333333333332,301.3888888888889,2717.500000000001,31.000000000000004,21.0,False,False
487,2017-10-16 21:05:24,0.0,0.0,650.0,22.0,3691962.0,5412572.0,nan,33.0,0.0,5412572.0,25.846153846153847,0.0,2717.500000000001,31.000000000000004,17.0,False,False
487,2017-10-16 21:05:54,33.0,17211.0,1518.0,59.0,3691990.0,5412602.0,nan,30.0,33.0,5412602.0,24.0,275.00000000000006,2992.500000000001,30.000000000000004,28.0,False,False
487,2017-10-16 21:06:24,11.0,4941.0,634.0,1.0,3692063.0,5412889.0,nan,287.0,11.0,5412889.0,24.6,91.66666666666669,3084.1666666666674,30.000000000000004,73.0,False,False
487,2017-10-16 21:06:55,nan,5323.0,1071.0,22.0,3692075.0,5412892.0,nan,3.0,11.0,5412892.0,23.75,94.72222222222223,3178.8888888888896,31.000000000000004,12.0,True,False
487,2017-10-16 21:07:26,0.0,0.0,650.0,nan,3692113.0,5412958.0,nan,66.0,0.0,5412958.0,23.75,0.0,3178.8888888888896,31.000000000000004,38.0,False,False
487,2017-10-16 21:07:56,16.0,8840.0,836.0,3.0,3692126.0,5413073.0,nan,115.0,16.0,5413073.0,22.352941176470587,133.33333333333337,3312.222222222223,30.000000000000004,13.0,False,False
487,2017-10-16 21:08:27,0.0,0.0,652.0,22.0,3692137.0,5413102.0,nan,29.0,0.0,5413102.0,22.0,0.0,3312.222222222223,31.000000000000004,11.0,False,False
487,2017-10-16 21:08:57,nan,nan,nan,nan,3692152.0,nan,nan,29.0,0.0,5413102.0,20.842105263157894,0.0,3312.222222222223,30.000000000000004,15.0,True,True
487,2017-10-16 21:09:27,11.0,5828.0,635.0,0.0,3692178.0,5413255.0,nan,153.0,11.0,5413255.0,20.842105263157894,91.66666666666669,3403.8888888888896,30.000000000000004,26.0,False,False
487,2017-10-16 21:09:57,47.0,24294.0,1638.0,49.0,3692256.0,5413461.0,nan,206.0,47.0,5413461.0,20.35,391.66666666666674,3795.5555555555566,30.000000000000004,78.0,False,False
487,2017-10-16 21:10:28,56.0,30139.0,1603.0,41.0,3692323.0,5413877.0,nan,416.0,56.0,5413877.0,21.61904761904762,482.22222222222234,4277.777777777779,31.000000000000004,67.0,False,False
487,2017-10-16 21:10:59,nan,29879.0,1585.0,48.0,3692375.0,5414335.0,nan,458.0,56.0,5414335.0,23.181818181818183,482.22222222222234,4760.000000000002,31.000000000000004,52.0,True,False
487,2017-10-16 21:11:30,0.0,0.0,627.0,0.0,3692413.0,5414739.0,nan,404.0,0.0,5414739.0,23.181818181818183,0.0,4760.000000000002,31.000000000000004,38.0,False,False
487,2017-10-16 21:12:00,nan,nan,651.0,22.0,3692428.0,nan,nan,404.0,0.0,5414739.0,22.17391304347826,0.0,4760.000000000002,30.000000000000004,15.0,True,True
487,2017-10-16 21:12:30,18.0,9632.0,1168.0,51.0,3692477.0,5414889.0,nan,150.0,18.0,5414889.0,22.17391304347826,150.00000000000003,4910.000000000002,30.000000000000004,49.0,False,False
487,2017-10-16 21:13:01,0.0,0.0,651.0,22.0,3692495.0,5414913.0,nan,24.0,0.0,5414913.0,22.0,0.0,4910.000000000002,31.000000000000004,18.0,False,False
487,2017-10-16 21:13:31,46.0,24477.0,1647.0,35.0,3692562.0,5415045.0,nan,132.0,46.0,5415045.0,21.12,383.33333333333337,5293.333333333335,30.000000000000004,67.0,False,False
487,2017-10-16 21:14:02,0.0,0.0,654.0,22.0,3692586.0,5415233.0,nan,188.0,0.0,5415233.0,22.076923076923077,0.0,5293.333333333335,31.000000000000004,24.0,False,False
487,2017-10-16 21:14:32,34.0,19108.0,1484.0,31.0,3692673.0,5415377.0,nan,144.0,34.0,5415377.0,21.25925925925926,283.33333333333337,5576.666666666668,30.000000000000004,87.0,False,False
