asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel
487,2017-10-26 17:07:41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,2017-10-26 17:07:41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
487,2017-10-26 17:07:42,5.0,nan,668.0,nan,nan,nan,nan,nan,5.0,nan,nan,1.3888888888888888,1.3888888888888888,1.0,nan
487,2017-10-26 17:07:42,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,0.0,1.3888888888888888,0.0,nan
487,2017-10-26 17:07:44,3.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,5.0,1.6666666666666667,3.0555555555555554,2.0,nan
487,2017-10-26 17:07:48,0.0,nan,697.0,nan,nan,nan,nan,nan,0.0,nan,4.0,0.0,3.0555555555555554,4.0,nan
487,2017-10-26 17:07:48,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,2.6666666666666665,0.0,3.0555555555555554,0.0,nan
487,2017-10-26 17:07:48,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,2.6666666666666665,0.0,3.0555555555555554,0.0,nan
487,2017-10-26 17:07:50,nan,nan,649.0,nan,3889850.0,nan,nan,nan,0.0,nan,2.6666666666666665,0.0,3.0555555555555554,2.0,nan
487,2017-10-26 17:07:50,nan,nan,nan,nan,3889849.0,nan,nan,nan,0.0,nan,2.6666666666666665,0.0,3.0555555555555554,0.0,-1.0
487,2017-10-26 17:07:50,nan,nan,697.0,nan,nan,nan,nan,nan,0.0,nan,2.6666666666666665,0.0,3.0555555555555554,0.0,nan
487,2017-10-26 17:08:20,3.0,2081.0,850.0,7.0,3889859.0,838690.0,nan,nan,3.0,838690.0,2.6666666666666665,25.000000000000007,28.055555555555564,30.000000000000004,10.0
487,2017-10-26 17:08:51,0.0,0.0,0.0,0.0,3889864.0,nan,nan,nan,0.0,838690.0,2.75,0.0,28.055555555555564,31.000000000000004,5.0
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,27.0,nan
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,0.0,nan
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,0.0,nan
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,0.0,nan
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,0.0,nan
487,2017-10-26 17:09:18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,0.0,nan
487,2017-10-26 17:09:19,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,1.0,nan
487,2017-10-26 17:09:49,nan,nan,nan,nan,nan,nan,nan,nan,0.0,838690.0,2.2,0.0,28.055555555555564,30.000000000000004,nan
