asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
2371,2017-10-02T14:19:48Z,47,%34421%,%1329%,%11%,%2862008%,%8641885%,%37278%
2371,2017-10-02T14:20:09Z,6,%34421%,849,48,2862016,%8641885%,%37278%
2371,2017-10-02T14:20:11Z,2,%34421%,%849%,%48%,2862017,%8641885%,%37278%
2371,2017-10-02T14:20:17Z,23,%34421%,2331,%48%,2862022,%8641885%,%37278%
2371,2017-10-02T14:20:18Z,26,%34421%,%2331%,%48%,2862023,%8641885%,%37278%
2371,2017-10-02T14:20:22Z,36,%34421%,1575,%48%,2862028,%8641885%,%37278%
2371,2017-10-02T14:20:29Z,%36%,%34421%,1594,%48%,2862035,%8641885%,37279
2371,2017-10-02T14:21:16Z,49,%34421%,1475,51,2862078,%8641885%,%37279%
2371,2017-10-02T14:21:18Z,36,%34421%,1433,%51%,2862079,%8641885%,%37279%
2371,2017-10-02T14:22:52Z,64,%34421%,1791,24,2862186,%8641885%,37280
2371,2017-10-02T14:22:53Z,%64%,%34421%,1811,%24%,%2862186%,%8641885%,%37280%
2371,2017-10-02T14:22:58Z,63,%34421%,1756,%24%,2862192,%8641885%,%37280%
2371,2017-10-02T14:23:00Z,62,%34421%,%1756%,%24%,2862194,%8641885%,%37280%
2371,2017-10-02T14:24:28Z,74,%34421%,1547,52,2862281,%8641885%,37282
2371,2017-10-02T14:24:29Z,73,%34421%,1542,%52%,%2862281%,%8641885%,%37282%
2371,2017-10-02T14:25:47Z,81,%34421%,1687,35,2862401,%8641885%,37284
2371,2017-10-02T14:25:49Z,80,%34421%,%1687%,%35%,2862403,%8641885%,%37284%
2371,2017-10-02T14:26:52Z,82,%34421%,2279,95,2862552,%8641885%,37285
2371,2017-10-02T14:26:53Z,%82%,%34421%,%2279%,%95%,2862556,%8641885%,%37285%
2371,2017-10-02T14:27:24Z,75,%34421%,1555,12,2862588,%8641885%,37286
2371,2017-10-02T14:28:38Z,79,%34421%,1666,36,2862712,%8641885%,37287
2371,2017-10-02T14:28:48Z,%79%,%34421%,1768,%36%,2862725,%8641885%,37288
2371,2017-10-02T14:29:02Z,81,%34421%,1687,%36%,2862746,%8641885%,%37288%
2371,2017-10-02T14:29:04Z,82,%34421%,%1687%,%36%,2862748,%8641885%,%37288%
