asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
2371,2017-10-02T17:00:56Z,104, ,2194, ,2869206, , 
2371,2017-10-02T17:01:06Z,101,52389,2129,44,2869222, ,37381
2371,2017-10-02T17:01:06Z, , , , , , , 
2371,2017-10-02T17:01:06Z, , , , , , , 
2371,2017-10-02T17:01:12Z,98,54562,2071, ,2869231,8753611, 
2371,2017-10-02T17:01:13Z, ,58162,2040, ,2869233,8753702, 
2371,2017-10-02T17:01:14Z, , , , , , , 
2371,2017-10-02T17:01:24Z,97, ,2018, ,2869250,8753791, 
2371,2017-10-02T17:01:36Z,101, ,2089, ,2869278, , 
2371,2017-10-02T17:02:32Z,90, ,1786,16,2869346, ,37383
2371,2017-10-02T17:02:33Z,91, ,1885, , , , 
2371,2017-10-02T17:02:47Z,94, ,1921,35,2869359, , 
2371,2017-10-02T17:02:49Z,95, ,1959, ,2869362, , 
2371,2017-10-02T17:02:51Z, , , , ,2869364, ,37384
2371,2017-10-02T17:02:56Z,92, ,1952, ,2869369, , 
2371,2017-10-02T17:02:59Z,91, ,1894, ,2869373, , 
2371,2017-10-02T17:03:00Z, , , , ,2869375, , 
2371,2017-10-02T17:03:09Z,80, ,1708,9,2869383, , 
2371,2017-10-02T17:03:10Z,74, , , , , , 
2371,2017-10-02T17:03:11Z,73, , , ,2869384, , 
2371,2017-10-02T17:03:12Z, , , , , , , 
2371,2017-10-02T17:03:13Z,71, ,1432, , , , 
2371,2017-10-02T17:03:17Z,67, , , ,2869385, , 
2371,2017-10-02T17:03:29Z,69, ,1885, ,2869395, , 
2371,2017-10-02T17:03:30Z,61, , , ,2869401, , 
2371,2017-10-02T17:05:09Z,91, ,1856,60,2869562, ,37386
2371,2017-10-02T17:05:11Z,92, ,1932, ,2869566, ,37387
2371,2017-10-02T17:05:16Z,95, ,1960, ,2869577, , 
2371,2017-10-02T17:05:17Z,94, , , ,2869579, , 
2371,2017-10-02T17:05:20Z,93, , , ,2869581, , 
2371,2017-10-02T17:05:41Z,90, ,1867, ,2869600, , 
2371,2017-10-02T17:05:47Z,88, ,1792, ,2869610, , 
2371,2017-10-02T17:05:48Z,87, , , ,2869612, , 
2371,2017-10-02T17:06:00Z,90, ,1931, ,2869629, ,37388
2371,2017-10-02T17:06:11Z,87, ,1803,57,2869650, , 
2371,2017-10-02T17:06:14Z,83, , , ,2869655, , 
2371,2017-10-02T17:06:16Z,78, ,1618, ,2869659, , 
2371,2017-10-02T17:06:23Z,76, ,1571, ,2869662, , 
2371,2017-10-02T17:06:25Z,79, , , , , , 
2371,2017-10-02T17:06:27Z,81, ,1668, ,2869663, , 
2371,2017-10-02T17:06:28Z,82, , , , , , 
2371,2017-10-02T17:06:32Z,84, ,1728, ,2869671, ,37389
2371,2017-10-02T17:06:33Z, , , , ,2869673, , 
2371,2017-10-02T17:06:34Z, , , , ,2869676, , 
2371,2017-10-02T17:06:35Z,85, , , ,2869678, , 
2371,2017-10-02T17:06:47Z,84, ,1722,15,2869690, , 
2371,2017-10-02T17:06:50Z,82, , , ,2869692, , 
2371,2017-10-02T17:06:51Z, , , , ,2869693, , 
2371,2017-10-02T17:06:53Z, ,45279,1708, ,2869695, , 
2371,2017-10-02T17:06:53Z, , , , , , , 
2371,2017-10-02T17:06:53Z, , , , , , , 
