asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel
487,2017-10-13 12:46:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,2017-10-13 12:46:11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-13 12:46:14,nan,nan,651.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
487,2017-10-13 12:46:14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan
487,2017-10-13 12:46:15,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,0.5555555555555556,nan,1.0,nan
487,2017-10-13 12:46:16,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,0.5555555555555556,nan,1.0,nan
487,2017-10-13 12:46:16,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,0.0,nan,0.0,nan
487,2017-10-13 12:46:16,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,0.0,nan,0.0,nan
487,2017-10-13 12:46:18,3.0,nan,650.0,nan,nan,nan,nan,nan,3.0,nan,2.0,1.6666666666666667,nan,2.0,nan
487,2017-10-13 12:46:19,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,2.5,0.8333333333333334,nan,1.0,nan
487,2017-10-13 12:46:24,0.0,nan,649.0,nan,3355865.0,nan,nan,nan,0.0,nan,2.5,0.0,nan,5.0,nan
487,2017-10-13 12:46:32,nan,4422.0,0.0,nan,3355868.0,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,8.0,3.0
487,2017-10-13 12:46:32,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,0.0,nan
487,2017-10-13 12:47:03,nan,228.0,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,31.000000000000004,nan
487,2017-10-13 12:47:18,nan,199.0,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,15.000000000000002,nan
487,2017-10-13 12:47:19,nan,174.0,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,1.0,nan
487,2017-10-13 12:47:19,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,0.0,nan
487,2017-10-13 12:47:19,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,0.0,nan
487,2017-10-13 12:47:19,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,1.6666666666666667,0.0,nan,0.0,nan
