asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance,delay,fuel,filled
487,2017-10-12 20:53:34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.406e-321
487,2017-10-12 20:53:34,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 20:53:38,2.0,nan,651.0,nan,nan,nan,nan,0.2222222222222222,0 days 00:00:04,2.406e-321,0.0
487,2017-10-12 20:53:39,2.0,nan,nan,nan,nan,nan,nan,0.05555555555555555,0 days 00:00:01,2.406e-321,1.0
487,2017-10-12 20:53:40,3.0,nan,650.0,nan,nan,nan,nan,0.08333333333333333,0 days 00:00:01,2.406e-321,0.0
487,2017-10-12 20:53:40,3.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 20:53:40,3.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 20:53:41,2.0,nan,nan,nan,nan,nan,nan,0.05555555555555555,0 days 00:00:01,2.406e-321,0.0
487,2017-10-12 20:53:42,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,2.406e-321,0.0
487,2017-10-12 20:53:48,2.0,590.0,651.0,nan,3348114.0,nan,nan,0.3333333333333333,0 days 00:00:06,2.406e-321,0.0
487,2017-10-12 20:53:48,2.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 20:54:19,2.0,1515.0,659.0,69.0,3348132.0,3912272.0,nan,1.7222222222222223,0 days 00:00:31,18.0,1.0
487,2017-10-12 20:54:50,0.0,143.0,950.0,28.0,3348150.0,nan,nan,0.0,0 days 00:00:31,18.0,0.0
487,2017-10-12 20:55:21,2.0,0.0,646.0,25.0,3348174.0,nan,nan,1.7222222222222223,0 days 00:00:31,24.0,0.0
487,2017-10-12 20:55:52,0.0,222.0,653.0,27.0,3348193.0,nan,nan,0.0,0 days 00:00:31,19.0,0.0
487,2017-10-12 20:56:22,0.0,327.0,649.0,28.0,3348210.0,nan,nan,0.0,0 days 00:00:30,17.0,1.0
487,2017-10-12 20:56:53,nan,0.0,0.0,0.0,3348216.0,nan,nan,nan,0 days 00:00:31,6.0,2.406e-321
487,2017-10-12 20:57:23,nan,502.0,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 20:57:31,nan,0.0,nan,nan,nan,nan,nan,nan,0 days 00:00:08,2.406e-321,2.406e-321
487,2017-10-12 20:57:32,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:01,2.406e-321,2.406e-321
487,2017-10-12 20:57:33,nan,118.0,nan,nan,nan,nan,nan,nan,0 days 00:00:01,2.406e-321,2.406e-321
487,2017-10-12 20:57:33,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 20:57:33,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 20:57:33,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 20:57:33,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 20:58:03,nan,0.0,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 20:58:21,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:18,2.406e-321,2.406e-321
487,2017-10-12 20:58:50,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:29,2.406e-321,2.406e-321
487,2017-10-12 20:59:20,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 20:59:50,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:00:20,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:00:51,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:01:22,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:01:53,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:02:24,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:02:54,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:03:24,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:03:55,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:04:25,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:04:56,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:05:27,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:05:58,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:06:29,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-12 21:06:59,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:06:29,nan,nan,nan,nan,nan,nan,nan,nan,-1 days +23:59:30,2.406e-321,2.406e-321
487,2017-10-12 21:06:59,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:07:29,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:30,2.406e-321,2.406e-321
487,2017-10-12 21:07:32,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:03,2.406e-321,2.406e-321
