asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance,delay,fuel,filled
487,2017-10-12 18:53:46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.406e-321
487,2017-10-12 18:53:46,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-12 18:53:48,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:02,2.406e-321,2.406e-321
487,2017-10-12 18:53:51,3.0,nan,nan,nan,nan,nan,nan,0.25,0 days 00:00:03,2.406e-321,0.0
487,2017-10-12 18:53:51,3.0,nan,647.0,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:53:52,3.0,nan,648.0,nan,nan,nan,nan,0.08333333333333333,0 days 00:00:01,2.406e-321,1.0
487,2017-10-12 18:53:52,3.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:53:53,2.0,nan,nan,nan,nan,nan,nan,0.05555555555555555,0 days 00:00:01,2.406e-321,0.0
487,2017-10-12 18:53:53,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,0.0
487,2017-10-12 18:53:53,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:53:54,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,2.406e-321,1.0
487,2017-10-12 18:53:54,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:53:54,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:53:55,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:01,2.406e-321,1.0
487,2017-10-12 18:54:01,0.0,nan,651.0,nan,3346946.0,nan,nan,0.0,0 days 00:00:06,2.406e-321,1.0
487,2017-10-12 18:54:27,0.0,nan,655.0,31.0,3346963.0,nan,nan,0.0,0 days 00:00:26,17.0,1.0
487,2017-10-12 18:54:53,nan,nan,651.0,27.0,3346977.0,nan,nan,nan,0 days 00:00:26,14.0,2.406e-321
487,2017-10-12 18:55:18,6.0,nan,974.0,45.0,3346999.0,nan,nan,4.166666666666667,0 days 00:00:25,22.0,0.0
487,2017-10-12 18:55:44,3.0,nan,868.0,nan,3347042.0,nan,nan,2.1666666666666665,0 days 00:00:26,43.0,0.0
487,2017-10-12 18:56:12,14.0,30764.0,1467.0,14.0,3347065.0,nan,nan,10.88888888888889,0 days 00:00:28,23.0,0.0
487,2017-10-12 18:56:12,14.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-12 18:56:16,15.0,8660.0,1185.0,nan,3347074.0,nan,nan,1.6666666666666667,0 days 00:00:04,9.0,0.0
487,2017-10-12 18:56:47,36.0,17433.0,2081.0,72.0,3347109.0,3908619.0,nan,31.000000000000007,0 days 00:00:31,35.0,0.0
487,2017-10-12 18:57:18,3.0,1004.0,660.0,22.0,3347234.0,3908917.0,nan,2.583333333333334,0 days 00:00:31,125.0,0.0
487,2017-10-12 18:57:48,41.0,20856.0,1917.0,33.0,3347288.0,3909010.0,nan,34.16666666666667,0 days 00:00:30,54.0,0.0
487,2017-10-12 18:58:19,45.0,22990.0,1678.0,8.0,3347349.0,3909343.0,nan,38.75000000000001,0 days 00:00:31,61.0,0.0
487,2017-10-12 18:58:50,0.0,0.0,648.0,24.0,3347359.0,3909515.0,nan,0.0,0 days 00:00:31,10.0,0.0
