asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance,delay,fuel,filled
487,2017-10-07 11:21:43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.406e-321
487,2017-10-07 11:21:43,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
487,2017-10-07 11:21:45,5.0,nan,971.0,nan,nan,nan,nan,0.2777777777777778,0 days 00:00:02,2.406e-321,0.0
487,2017-10-07 11:21:45,5.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:21:48,7.0,nan,1089.0,nan,nan,nan,nan,0.5833333333333334,0 days 00:00:03,2.406e-321,0.0
487,2017-10-07 11:21:48,7.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:21:48,7.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:21:48,7.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:21:50,9.0,nan,nan,nan,nan,nan,nan,0.5,0 days 00:00:02,2.406e-321,0.0
487,2017-10-07 11:21:51,10.0,nan,nan,nan,nan,nan,nan,0.2777777777777778,0 days 00:00:01,2.406e-321,0.0
487,2017-10-07 11:21:51,10.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:21:56,6.0,nan,799.0,nan,3305070.0,nan,nan,0.8333333333333334,0 days 00:00:05,2.406e-321,0.0
487,2017-10-07 11:22:12,0.0,977.0,649.0,35.0,3305084.0,nan,nan,0.0,0 days 00:00:16,14.0,0.0
487,2017-10-07 11:22:12,0.0,nan,nan,nan,nan,nan,nan,0.0,0 days 00:00:00,2.406e-321,1.0
487,2017-10-07 11:22:43,0.0,781.0,0.0,0.0,3305091.0,nan,nan,0.0,0 days 00:00:31,7.0,1.0
487,2017-10-07 11:23:14,nan,0.0,nan,nan,nan,nan,nan,nan,0 days 00:00:31,2.406e-321,2.406e-321
487,2017-10-07 11:23:29,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:15,2.406e-321,2.406e-321
487,2017-10-07 11:23:29,nan,nan,nan,nan,nan,nan,nan,nan,0 days 00:00:00,2.406e-321,2.406e-321
