asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE,distance_meter,speed_filled,meter_filled,avrg_speed,distance_speed,distance_cum,delay,fuel,filled_speed,filled_meter
487,2017-10-06 22:58:49,20.0,9935.0,1140.0,23.0,3285275.0,3686287.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False
487,2017-10-06 22:59:20,17.0,9410.0,635.0,5.0,3285343.0,3686470.0,nan,nan,17.0,3686470.0,20.0,146.3888888888889,146.3888888888889,31.000000000000004,nan,False,False
487,2017-10-06 22:59:50,68.0,35226.0,1878.0,56.0,3285442.0,3686856.0,nan,386.0,68.0,3686856.0,18.5,566.6666666666667,713.0555555555557,30.000000000000004,99.0,False,False
487,2017-10-06 22:59:52,69.0,36147.0,nan,nan,3285449.0,nan,nan,nan,69.0,3686856.0,35.0,38.333333333333336,751.388888888889,2.0,7.0,False,True
487,2017-10-06 22:59:53,68.0,36571.0,1619.0,nan,3285452.0,3686929.0,nan,73.0,68.0,3686929.0,43.5,18.88888888888889,770.2777777777779,1.0,3.0,False,False
487,2017-10-06 22:59:55,67.0,35322.0,nan,nan,3285459.0,nan,nan,nan,67.0,3686929.0,48.4,37.22222222222222,807.5000000000001,2.0,7.0,False,True
487,2017-10-06 22:59:57,65.0,34453.0,nan,nan,3285466.0,3687002.0,nan,73.0,65.0,3687002.0,51.5,36.111111111111114,843.6111111111112,2.0,7.0,False,False
487,2017-10-06 22:59:59,nan,34609.0,1519.0,nan,3285473.0,nan,nan,nan,65.0,3687002.0,53.42857142857143,36.111111111111114,879.7222222222223,2.0,7.0,True,True
487,2017-10-06 23:00:00,nan,35385.0,nan,nan,3285476.0,nan,nan,nan,65.0,3687002.0,53.42857142857143,18.055555555555557,897.7777777777778,1.0,3.0,True,True
487,2017-10-06 23:00:02,64.0,33838.0,nan,nan,3285481.0,3687091.0,nan,89.0,64.0,3687091.0,53.42857142857143,35.55555555555556,933.3333333333334,2.0,5.0,False,False
487,2017-10-06 23:00:04,63.0,34815.0,1495.0,nan,3285486.0,nan,nan,nan,63.0,3687091.0,54.75,35.0,968.3333333333334,2.0,5.0,False,True
487,2017-10-06 23:00:06,62.0,32981.0,nan,nan,3285492.0,3687162.0,nan,71.0,62.0,3687162.0,55.666666666666664,34.44444444444444,1002.7777777777778,2.0,6.0,False,False
487,2017-10-06 23:00:07,60.0,32121.0,nan,nan,nan,nan,nan,nan,60.0,3687162.0,56.3,16.666666666666668,1019.4444444444445,1.0,nan,False,True
487,2017-10-06 23:00:09,57.0,30607.0,1372.0,nan,3285497.0,nan,nan,nan,57.0,3687162.0,56.63636363636363,31.666666666666668,1051.111111111111,2.0,5.0,False,True
487,2017-10-06 23:00:40,41.0,21264.0,1471.0,0.0,3285535.0,3687565.0,nan,403.0,41.0,3687565.0,56.666666666666664,353.0555555555556,1404.1666666666667,31.000000000000004,38.0,False,False
487,2017-10-06 23:00:55,nan,nan,nan,nan,nan,nan,nan,nan,41.0,3687565.0,55.46153846153846,170.83333333333337,1575.0,15.000000000000002,nan,True,True
487,2017-10-06 23:01:00,49.0,21408.0,1658.0,89.0,3285612.0,3687805.0,nan,240.0,49.0,3687805.0,55.46153846153846,68.05555555555556,1643.0555555555557,5.0,77.0,False,False
487,2017-10-06 23:01:23,nan,nan,nan,nan,nan,nan,nan,nan,49.0,3687805.0,55.0,313.05555555555554,1956.1111111111113,23.0,nan,True,True
487,2017-10-06 23:01:31,63.0,34014.0,1773.0,100.0,3285728.0,3688228.0,nan,423.0,63.0,3688228.0,55.0,140.0,2096.1111111111113,8.0,116.0,False,False
487,2017-10-06 23:01:31,nan,nan,nan,nan,nan,nan,nan,nan,63.0,3688228.0,55.53333333333333,0.0,2096.1111111111113,0.0,nan,True,True
487,2017-10-06 23:01:34,61.0,32185.0,1433.0,nan,nan,nan,nan,nan,61.0,3688228.0,55.53333333333333,50.833333333333336,2146.944444444445,3.0,nan,False,True
